tube_assembly_id,diameter,wall,length,num_bends,bend_radius,cost
TA-04953,57.15,1.65,106,4,127,9.03334575986379
TA-04958,42.7,4.8,218,4,110,848.099575457788
TA-04977,6.35,0.89,32,4,19.05,5.56968223321445
TA-04988,12.7,0.89,23,2,25.4,1.79164603306199
TA-05011,12.7,1.24,140,6,38.1,3.60276647952683
TA-05022,6.35,1.65,112,6,19.05,14.0132314728777
TA-05029,38.1,1.65,126,2,76.2,9.04725605515154
TA-05056,25.4,1.65,51,3,50.8,4.73784657500709
TA-05057,25.4,1.65,66,3,38.1,5.74495195384007
TA-05073,9.52,1.24,51,5,19.05,10.2157208593224
TA-05074,12.7,0.89,63,4,25.4,4.61543597647491
TA-05078,9.52,1.24,67,10,19.05,6.72145468304001
TA-05096,50.8,1.65,148,5,101.6,72.9511526070675
TA-05098,15.88,1.65,201,9,38.1,13.2704217045119
TA-05101,47.62,1.65,40,1,152.4,48.6860335071193
TA-05116,12.7,0.89,21,2,25.4,2.91559789231206
TA-05124,12.7,2.11,64,4,25.4,4.18421682255471
TA-05128,12.7,1.24,222,3,127,5.68931077268908
TA-05141,25.4,1.65,164,9,50.8,25.7896874634855
TA-05146,9.52,1.24,22,3,19.05,3.4497532313616
TA-05176,15.88,1.65,92,2,50.8,9.51185991776233
TA-05182,6.35,0.89,108,4,19.05,17.6855494288433
TA-05210,9.52,1.24,60,5,19.05,9.84848906372584
TA-05219,12.7,0.89,51,3,25.4,3.8030747316704
TA-05226,15.88,1.65,71,3,38.1,13.2147805233609
TA-05227,15.88,1.65,66,2,38.1,12.3940731013838
TA-05234,9.52,1.24,28,4,19.05,2.30354489965113
TA-05263,101.6,1.65,50,0,0,14.1996294297335
TA-05277,19.05,1.65,48,3,38.1,1.89180015913378
TA-05285,6.35,1.65,159,7,19.05,16.8147649438302
TA-05286,6.35,1.65,54,3,19.05,9.76502729199935
TA-05287,6.35,1.65,192,9,19.05,18.9458221819133
TA-05310,25.4,1.65,138,6,50.8,16.6561875775499
TA-05317,22.22,2.11,52,3,38.1,1.91962074970927
TA-05321,25.4,1.65,180,9,50.8,3.65840766067782
TA-05323,25.4,1.65,83,3,50.8,6.66859556094657
TA-05324,19.05,1.65,155,6,50.8,7.04417353371577
TA-05329,6.35,1.65,61,4,19.05,16.2555710732627
TA-05332,6.35,1.65,61,4,19.05,15.7520183838463
TA-05338,19.05,1.65,87,4,38.1,5.41388692599166
TA-05350,101.6,1.65,34,0,0,8.4908442436416
TA-05382,6.35,1.65,184,4,19.05,11.2144800609827
TA-05384,25.4,1.65,78,5,50.8,2.09210841127735
TA-05414,63.5,1.65,255,4,101.6,36.8901031031087
TA-05446,19.05,1.65,22,1,50.8,1.80277426929219
TA-05461,9.52,1.24,27,3,19.05,1.83337691892523
TA-05469,6.35,1.65,101,6,19.05,12.2994830934271
TA-05472,6.35,0.71,128,5,19.05,2.40091696666537
TA-05484,9.52,1.65,16,2,19.05,1.29643952081815
TA-05486,15.88,1.65,214,7,31.75,10.4049008752358
TA-05511,50.8,1.65,96,2,152.4,101.511770891872
TA-05515,152.4,1.65,234,0,0,55.0597308079656
TA-05519,12.7,1.65,96,5,15.87,1.98082604897537
TA-05538,6.35,2.375,81,8,19.05,3.65006148350517
TA-05542,25.4,1.65,31,1,50.8,2.52054550614
TA-05553,25.4,1.65,143,1,63.5,9.36719284676975
TA-05555,22.22,1.65,170,4,63.5,11.873828057622
TA-05564,15.88,1.24,34,2,38.1,8.31279246395842
TA-05568,6.35,1.65,31,3,19.05,8.87476839358346
TA-05576,19.05,1.65,105,4,50.8,4.43460213773418
TA-05578,6.35,1.65,162,8,19.05,16.0246601714861
TA-05579,6.35,1.65,158,6,19.05,14.0132314728777
TA-05580,6.35,1.65,98,4,19.05,12.1325595499741
TA-05582,6.35,1.65,108,4,19.05,13.4512555432527
TA-05583,6.35,1.65,107,4,19.05,13.4512555432527
TA-05584,6.35,1.65,95,6,19.05,13.4512555432527
TA-05587,25.4,1.65,99,2,50.8,57.2325189319119
TA-05589,6.35,0.89,68,2,19.05,7.42809768365763
TA-05591,6.35,0.89,88,4,19.05,16.8092008257151
TA-05592,6.35,0.89,58,2,19.05,16.7090466996433
TA-05603,25.4,1.65,39,2,50.8,16.2444428370325
TA-05646,6.35,0.71,157,8,19.05,25.8675851170969
TA-05659,19.05,2.11,46,2,25.4,8.32948481830372
TA-05694,9.52,1.24,77,2,19.05,2.61513551409669
TA-05745,25.4,2.11,61,2,63.5,9.33937225619425
TA-05763,12.7,1.65,55,2,38.1,2.48159667933431
TA-05769,9.52,0.89,91,4,19.05,4.73506451594954
TA-05770,25.4,1.65,70,2,50.8,4.96041129961107
TA-05804,9.52,1.24,71,4,19.05,1.88345398196113
TA-05857,7.94,0.89,65,3,25.4,16.439186971061
TA-05898,9.52,1.24,168,8,19.05,3.99503680664133
TA-05902,9.52,1.24,221,11,19.05,3.04357260895934
TA-05937,19.05,2.11,189,8,25.4,2.63460992749954
TA-05939,19.05,2.11,117,7,38.1,2.92116201042716
TA-05940,9.52,1.24,249,13,19.05,3.91713915302994
TA-05941,9.52,1.24,254,14,19.05,3.99781886569888
TA-05947,12.7,1.24,125,9,25.4,3.53321500308809
TA-05951,9.52,1.24,52,2,31.75,1.25749069401245
TA-05960,12.7,0.89,74,3,25.4,6.32640229686796
TA-05964,38.1,1.65,151,2,114.3,10.1823361506318
TA-05968,6.35,0.89,54,4,19.05,2.67355875430524
TA-06018,19.05,1.65,62,4,50.8,1.65810719829961
TA-06025,12.7,1.65,60,2,25.4,2.85717465210351
TA-06026,63.5,1.65,14,0,0,34.9037129360182
TA-06028,63.5,1.65,16,0,0,29.0752992104516
TA-06029,38.1,1.65,40,0,0,1.38546541065974
TA-06031,6.35,0.89,206,10,19.05,3.60554853858438
TA-06034,12.7,0.89,97,5,38.1,3.21884232958497
TA-06052,9.52,0.89,266,0,0,6.59069790733518
TA-06111,6.35,0.89,71,5,19.05,2.5594943329457
TA-06132,50.8,1.65,56,1,152.4,31.3287670470669
TA-06138,25.4,1.65,56,2,38.1,4.97988571301391
TA-06146,25.4,1.65,113,3,63.5,9.66765522498511
TA-06147,25.4,1.65,140,4,63.5,11.7569815772049
TA-06148,25.4,1.65,149,3,63.5,10.3158749853942
TA-06165,9.52,1.65,100,4,31.75,6.76040350984571
TA-06169,19.05,1.24,105,3,50.8,23.0716157642594
TA-06173,9.52,1.24,91,7,19.05,2.73198199451378
TA-06175,9.52,1.24,37,4,19.05,2.25903195473033
TA-06219,9.52,1.24,127,9,19.05,3.30786821942656
TA-06232,9.52,0.89,38,4,19.05,10.9724409229759
TA-06240,9.52,1.65,56,6,19.05,5.62810547342299
TA-06267,25.4,1.65,23,0,0,12.4524963415923
TA-06269,9.52,1.24,21,2,19.05,1.94465928122722
TA-06304,9.52,1.65,42,5,19.05,1.48561953673153
TA-06348,12.7,1.65,31,2,25.4,1.59411983997596
TA-06351,15.88,1.65,232,4,50.8,11.3841856634933
TA-06354,15.88,1.65,27,1,38.1,6.61851849791067
TA-06356,9.52,1.65,63,7,19.05,1.36320893819934
TA-06359,9.52,0.89,72,5,19.05,1.48840159578908
TA-06380,63.5,1.65,20,0,0,70.9425059675167
TA-06418,25.4,1.65,17,1,63.5,9.55080874456803
TA-06425,19.05,1.24,139,6,50.8,8.81912721243246
TA-06450,66.7,7.9,351,2,180,188.648642633386
TA-06462,9.52,1.65,29,3,19.05,3.81142090884305
TA-06463,9.52,1.65,53,5,19.05,5.80615725310617
TA-06479,19.05,1.65,37,2,50.8,2.35362196268702
TA-06480,19.05,1.65,113,5,50.8,2.97680319157815
TA-06482,6.35,0.89,74,8,19.05,4.99657806735921
TA-06495,9.52,1.65,47,4,19.05,5.73660577666743
TA-06501,25.4,1.65,43,3,50.8,10.5523500052859
TA-06510,25.4,1.65,43,2,80.8,0.723335354962915
TA-06512,25.4,1.65,13,1,50.8,9.43674432320849
TA-06531,15.88,1.65,24,1,50.8,11.8515715851616
TA-06535,9.52,1.65,32,3,19.05,6.28188935194716
TA-06537,25.4,1.65,126,6,63.5,8.04015067631856
TA-06548,9.52,1.24,87,5,19.05,2.1282751790255
TA-06580,31.75,1.65,13,0,0,3.36350940057756
TA-06584,9.52,0.89,93,4,19.05,1.64976102112696
TA-06586,57.15,1.65,161,4,152.4,13.1313187516345
TA-06587,9.52,0.89,51,3,19.05,1.48005541861643
TA-06588,15.88,1.65,48,4,38.1,6.70754438775226
TA-06599,15.88,1.65,133,8,38.1,41.4916287842958
TA-06604,9.52,1.24,34,2,19.05,1.97804398991782
TA-06605,9.52,1.24,20,3,19.05,2.11436488373775
TA-06627,9.52,1.24,56,7,19.05,1.58020954468821
TA-06654,19.05,1.24,164,5,50.8,6.20399169833577
TA-06662,9.52,1.24,34,2,19.05,1.12673391830762
TA-06666,15.88,1.65,60,3,31.75,3.98947268852623
TA-06670,9.52,1.24,32,3,19.05,1.89736427724888
TA-06691,15.88,1.65,83,2,50.8,14.9452212571568
TA-06717,6.35,1.65,215,7,19.05,16.155416947191
TA-06718,6.35,1.65,67,4,19.05,13.220344641476
TA-06719,6.35,1.65,56,4,19.05,13.220344641476
TA-06732,6.35,1.65,19,9,19.05,18.8011551109207
TA-06764,27.2,3.2,9,0,0,1.25749069401245
TA-06792,9.52,1.24,98,9,19.05,6.32918435592551
TA-06797,25.4,1.65,215,7,50.8,7.00244264785253
TA-06801,9.52,1.24,59,7,19.05,1.39102952877484
TA-06837,38.1,3.05,75,3,76.2,12.6444584165633
TA-06890,6.35,0.89,51,5,19.05,7.28899473078014
TA-06894,9.52,1.24,56,7,19.05,6.51001819466624
TA-06918,63.5,1.65,185,5,101.6,21.8224712474196
TA-06929,19.05,1.24,65,4,38.1,3.73630531428921
TA-06947,6.35,0.89,41,3,19.05,3.35794528246246
TA-06951,9.52,1.24,81,8,19.05,7.22222531339895
TA-06954,15.88,1.65,124,7,31.8,7.05808382900352
TA-07016,88.9,1.65,196,4,139.7,52.4000823489481
TA-07040,12.7,1.65,167,5,38.1,11.4648653761622
TA-07046,22.22,1.65,80,5,63.5,1.12673391830762
TA-07056,6.35,0.89,99,9,19.05,5.9647346193865
TA-07062,25.4,3.05,143,4,50.8,9.18079488991392
TA-07067,15.88,1.65,201,7,38.1,30.3884310856151
TA-07071,25.4,1.65,47,2,63.5,7.58111093182286
TA-07078,19.05,2.11,67,4,38.1,8.5409213066775
TA-07079,19.05,2.11,136,4,38.1,9.28373107504326
TA-07080,19.05,2.11,175,4,38.1,9.75946317388425
TA-07097,19.05,2.11,219,5,38.1,16.5476872743055
TA-07098,19.05,2.11,48,3,38.1,3.69735648748352
TA-07100,9.52,0.89,260,7,19.05,17.6827673697857
TA-07106,25.4,1.65,171,6,63.5,9.71773228802101
TA-07107,25.4,1.65,37,2,50.8,15.011990674538
TA-07116,25.4,3.05,143,4,50.8,12.0518798373052
TA-07119,6.35,0.89,176,7,19.05,9.53689844928028
TA-07123,15.88,1.24,32,1,38.1,6.80213439570895
TA-07130,152.4,1.65,55,0,0,89.0982233770858
TA-07141,9.52,1.65,141,8,19.05,6.57678761204743
TA-07161,9.52,1.65,79,1,31.75,3.93661356643279
TA-07165,19.05,2.41,51,2,38.1,2.39535284855027
TA-07185,25.4,3.05,181,5,50.8,44.3488034363993
TA-07191,19.05,1.65,369,2,38.1,8.61881896028889
TA-07192,19.05,1.65,378,3,38.1,8.60212660594359
TA-07211,6.35,0.71,143,9,19.05,11.3257624232847
TA-07232,15.88,1.65,185,6,38.1,17.8023959092604
TA-07233,9.52,1.65,161,4,31.75,4.98823189018656
TA-07255,12.7,1.65,96,7,25.4,3.76134384580716
TA-07258,9.52,1.24,56,4,19.05,3.93939562549034
TA-07259,25.4,3.05,73,3,50.8,10.6803247219332
TA-07260,25.4,3.05,60,3,50.8,9.51185991776233
TA-07261,25.4,1.65,72,3,50.8,10.4327214658113
TA-07288,19.05,2.11,36,2,50.8,4.52362802757577
TA-07290,31.75,1.65,33,0,0,4.61543597647491
TA-07299,15.88,1.24,126,5,50.8,5.17462984704239
TA-07301,27.2,3.2,125,4,70,627.702074859645
TA-07316,12.7,1.65,37,2,38.1,6.23737640702637
TA-07320,25.4,1.65,30,2,50.8,2.83491817964312
TA-07321,19.05,1.24,45,2,50.8,3.57494588895133
TA-07323,15.88,1.65,86,5,31.75,50.7725778002815
TA-07333,12.7,1.65,163,8,38.1,3.02688025461404
TA-07345,25.4,1.65,284,8,50.8,7.60336740428326
TA-07368,25.4,1.65,34,2,50.8,1.83337691892523
TA-07370,38.1,1.65,85,2,76.2,14.6753615285745
TA-07380,19.05,1.65,39,2,50.8,3.95608797983564
TA-07382,9.52,1.24,43,4,19.05,6.79657027759385
TA-07388,19.05,1.65,206,5,50.8,4.81574422861848
TA-07390,9.52,1.24,95,4,31.75,5.25809161876888
TA-07391,9.52,1.24,91,4,31.75,5.28034809122928
TA-07392,25.4,1.65,176,7,50.8,9.60088580760392
TA-07429,57.15,1.65,35,0,0,13.0534210980231
TA-07438,9.52,0.89,57,2,127,3.62224089292967
TA-07444,38.1,1.65,38,0,0,21.535919164492
TA-07446,6.35,1.65,50,4,19.05,6.64355702942862
TA-07459,9.52,0.89,31,2,31.75,3.19658585712457
TA-07466,6.35,1.65,130,2,19.05,9.62592433912187
TA-07470,15.88,1.65,104,3,31.75,2.88777730173656
TA-07472,63.5,1.65,26,0,0,120.733016920483
TA-07520,15.88,1.65,62,3,38.1,16.3946740261402
TA-07537,9.52,1.65,60,2,19.05,6.87446793120524
TA-07547,15.88,1.65,143,9,38.1,24.7770179665374
TA-07548,15.88,1.65,92,5,38.1,46.8025795251582
TA-07549,12.7,1.24,94,5,25.4,11.8933024710249
TA-07550,12.7,1.24,153,7,25.4,18.5006927327053
TA-07557,63.5,3.05,190,4,127,7.29177678983769
TA-07575,101.6,1.65,99,2,152.4,13.7072049765472
TA-07591,15.88,1.65,228,7,38.1,4.73784657500709
TA-07597,25.4,1.65,65,4,63.5,16.9816884872832
TA-07598,25.4,1.65,13,0,0,12.8586769639946
TA-07616,38.1,1.65,202,4,76.2,7.43922591988783
TA-07625,76.2,1.65,155,2,114.3,30.4830210935718
TA-07630,6.35,0.89,16,2,19.05,1.48840159578908
TA-07640,12.7,1.65,111,1,38.1,6.75483939173061
TA-07643,19.05,1.24,8,0,0,11.1393644664289
TA-07648,9.52,1.24,236,12,19.05,3.20771409335477
TA-07654,63.5,1.65,73,2,101.6,14.7922080089916
TA-07658,101.6,2.11,177,2,152.4,12.825292255304
TA-07659,101.6,2.11,171,3,152.4,12.0129310104995
TA-07669,76.2,1.65,201,2,152.4,12.825292255304
TA-07673,12.7,1.65,15,0,0,1.81668456457994
TA-07678,9.52,0.89,42,3,19.05,5.84232402085431
TA-07687,12.7,1.24,31,2,25.4,3.67510001502312
TA-07698,25.4,1.65,119,4,63.5,25.5031353805579
TA-07709,6.35,0.89,66,3,19.05,11.6345709786727
TA-07714,25.4,1.65,29,1,63.5,8.73566544070597
TA-07716,25.4,3.05,96,4,50.8,12.9198822632607
TA-07748,6.35,0.89,15,0,0,5.18019396515749
TA-07750,6.35,0.89,60,2,19.05,5.9647346193865
TA-07751,6.35,0.89,67,3,19.05,10.4633241154443
TA-07754,6.35,0.89,33,1,19.05,8.73010132259087
TA-07756,10,3.5,180,4,25,9.58889429844817
TA-07765,22.22,1.65,110,3,63.5,13.3538834762384
TA-07766,25.4,1.65,69,4,50.8,16.3640713765072
TA-07808,3.18,0.71,59,3,12.7,2.41204520289557
TA-07810,3.18,0.71,54,3,12.7,3.12147026257073
TA-07822,9.52,1.24,67,6,19.05,9.85127112278339
TA-07823,9.52,1.24,36,3,19.05,5.9869910918469
TA-07824,12.7,1.24,56,3,25.4,8.79408868091452
TA-07826,88.9,3.05,76,1,152.4,21.1464308964351
TA-07828,12.7,0.89,165,2,38.1,5.5335154654663
TA-07835,9.52,0.71,213,8,31.75,6.8549935178024
TA-07837,9.52,0.89,103,2,31.75,2.70972552205338
TA-07839,9.52,0.89,209,4,31.75,6.74927527361551
TA-07845,9.52,1.24,44,4,19.05,15.067631855689
TA-07849,19.05,1.24,100,3,50.8,3.70848472371371
TA-07856,9.52,0.89,191,10,19.05,12.2299316169884
TA-07897,19.05,1.24,94,9,38.1,2.35640402174457
TA-07898,15.88,1.65,76,7,38.1,3.33290675094451
TA-07899,15.88,1.65,49,3,38.1,3.63058707010232
TA-07900,15.88,1.65,58,5,38.1,2.69303316770808
TA-07901,9.52,1.65,87,4,19.05,1.80277426929219
TA-07902,9.52,1.65,78,4,19.05,1.73878691096855
TA-07903,12.7,1.65,20,2,25.4,1.17402892228596
TA-07905,15.88,1.65,135,7,38.1,2.32301931305398
TA-07908,15.88,1.65,160,8,38.1,2.85439259304597
TA-07910,15.88,1.65,99,8,38.1,3.14094467597358
TA-07913,15.88,1.65,167,10,38.1,3.71961295994391
TA-07917,9.52,1.24,17,0,0,2.5594943329457
TA-07918,9.52,1.65,45,3,19.05,1.2714009893002
TA-07926,9.52,1.24,178,11,19.05,2.43430167535596
TA-07927,12.7,1.24,99,7,25.4,2.00864663955086
TA-07929,9.52,1.65,149,9,19.05,2.51776344708245
TA-07930,12.7,1.24,156,9,25.4,2.5928790416363
TA-07933,19.05,2.11,160,8,38.1,3.48035588099464
TA-07943,9.52,1.24,90,6,19.05,1.48561953673153
TA-07944,15.88,1.65,153,8,38.1,2.66799463619014
TA-07947,12.7,1.24,107,6,25.4,2.1171469427953
TA-07950,9.52,1.65,86,7,19.05,10.5328755918831
TA-07954,9.52,0.89,68,4,31.75,8.98605075588544
TA-07955,12.7,1.65,24,2,38.1,2.18669841923404
TA-07957,50.8,1.65,217,5,101.6,18.0416529882096
TA-07962,19.05,1.24,82,3,38.1,7.65900858543425
TA-07963,9.52,0.89,98,4,31.75,11.787584226838
TA-07968,25.4,1.65,37,2,50.8,1.6692354345298
TA-07971,19.05,1.65,104,6,38.1,7.17214825036306
TA-07972,12.7,1.65,65,3,38.1,2.50385315179471
TA-07990,6.35,0.71,87,4,19.05,1.6747995526449
TA-08003,12.7,0.89,18,1,38.1,1.93074898593947
TA-08037,12.7,1.24,58,3,38.1,2.88221318362146
TA-08038,22.22,1.65,65,3,50.8,2.55114815577305
TA-08045,9.52,1.24,46,1,31.75,1.7081842613355
TA-08057,25.4,1.65,176,7,63.5,5.20523249667544
TA-08060,9.52,0.89,111,2,19.05,3.39689410926815
TA-08065,6.35,0.71,129,8,19.05,2.62348169126934
TA-08088,9.52,1.24,113,1,19.05,3.56938177083623
TA-08104,12.7,1.65,134,6,38.1,9.51185991776233
TA-08128,63.5,1.65,275,6,101.6,44.9886770196358
TA-08133,31.75,1.65,43,2,63.5,10.3075288082215
TA-08134,31.75,1.65,43,2,63.5,10.3075288082215
TA-08137,15.88,1.65,88,2,38.1,5.95638844221385
TA-08138,12.7,0.89,61,0,0,6.18173522587537
TA-08139,12.7,0.89,31,0,0,4.79905187427319
TA-08141,12.7,0.89,88,2,38.1,5.64757988682584
TA-08142,19.05,1.24,56,2,50.8,7.45313621517557
TA-08149,63.5,1.65,170,2,152.4,13.5625379055547
TA-08156,101.6,1.65,23,0,0,1.97247987180272
TA-08158,69.85,1.65,245,0,0,10.5384397099982
TA-08175,12.7,1.65,196,8,38.1,75.0126583687118
TA-08178,25.4,2.41,114,5,63.5,4.90477011846007
TA-08207,9.52,0.89,69,3,19.05,3.63615118821742
TA-08215,6.35,0.89,49,2,19.05,5.48622046148796
TA-08227,9.52,0.89,65,3,19.05,3.90601091679974
TA-08231,9.52,1.24,35,3,19.05,2.576186687291
TA-08233,6.35,0.89,146,4,19.05,3.11034202634053
TA-08234,6.35,0.89,34,3,19.05,1.90014633630643
TA-08236,9.52,0.89,21,5,31.75,8.27662569621028
TA-08238,26.7,2.9,98,3,70,9.07785870478459
TA-08247,25.4,1.65,19,0,0,1.18793921757371
TA-08251,9.52,1.24,42,3,31.75,1.95300545839987
TA-08274,88.9,1.65,197,2,101.6,70.3193247386255
TA-08276,38.1,1.65,130,2,76.2,3.98947268852623
TA-08285,26.7,2.9,99,2,70,7.77863712490889
TA-08286,33.4,3.4,163,3,90,8.84694780300796
TA-08287,25.4,1.65,173,4,50.8,11.1810953522921
TA-08298,15.88,1.65,151,12,31.75,3.8253312041308
TA-08299,19.05,1.65,147,4,50.8,9.11402547253273
TA-08322,38.1,1.65,143,5,76.2,11.4064421359537
TA-08330,15.88,1.24,161,5,38.1,5.88961902483266
TA-08331,15.88,1.24,157,5,38.1,5.74216989478253
TA-08345,47.62,4.78,587,3,152.4,332.787122405034
TA-08362,25.4,1.65,77,1,50.8,4.47911508265497
TA-08366,19.05,2.11,230,8,38.1,30.5609187471832
TA-08405,9.52,1.24,41,3,31.75,2.26459607284543
TA-08409,6.35,0.71,149,9,19.05,9.52577021305008
TA-08413,25.4,1.65,119,6,63.5,8.42407482626041
TA-08415,25.4,1.65,94,4,50.8,4.61265391741736
TA-08421,12.7,1.65,72,1,38.1,1.75269720625629
TA-08430,9.52,0.89,52,2,19.05,7.46704651046332
TA-08431,9.52,0.89,57,3,31.75,7.2250073724565
TA-08453,6.35,0.89,92,4,19.05,11.2756853602488
TA-08457,38.1,1.65,14,0,0,7.88991948721087
TA-08458,9.52,0.89,33,2,19.05,2.34527578551437
TA-08461,15.88,1.24,130,6,38.1,3.56381765272113
TA-08462,15.88,1.24,146,6,50.8,3.90601091679974
TA-08463,15.88,1.24,120,5,38.1,3.44697117230405
TA-08464,15.88,1.24,132,6,38.1,4.12857564140372
TA-08504,25.4,1.65,76,2,63.5,10.4911447060198
TA-08543,12.7,2.11,127,9,25.4,4.2509862399359
TA-08544,12.7,2.11,126,8,25.4,4.17308858632451
TA-08583,9.52,0.89,112,5,31.75,2.70416140393828
TA-08585,25.4,1.65,33,2,50.8,17.1068811448729
TA-08590,12.7,2.11,61,4,38.1,2.73198199451378
TA-08591,12.7,2.11,57,4,38.1,2.77093082131947
TA-08604,12.7,1.65,27,2,25.4,3.45531734947669
TA-08605,12.7,1.65,32,2,25.4,3.49426617628239
TA-08613,19.05,2.11,110,6,50.8,5.34711750861047
TA-08633,22.22,3.05,395,13,63.5,16.0636089982918
TA-08640,12.7,0.89,51,3,25.4,4.15639623197921
TA-08663,9.52,1.65,54,4,19.05,2.93785436477246
TA-08681,6.35,0.89,45,3,25.4,18.0833838740729
TA-08683,12.7,1.24,81,4,25.4,10.9724409229759
TA-08716,15.88,2.41,55,2,50.8,2.45099402970126
TA-08717,15.88,2.41,57,2,50.8,2.51219932896735
TA-08733,6.35,0.89,123,6,19.05,48.2269937626236
TA-08734,6.35,0.89,124,6,19.05,48.2269937626236
TA-08758,12.7,1.24,148,7,25.4,3.17154732560663
TA-08759,9.52,1.65,56,5,19.05,1.37711923348709
TA-08761,6.35,0.89,34,3,12.7,1.2380162806096
TA-08763,19.05,1.65,46,1,50.8,4.2398580037057
TA-08777,19.05,1.65,130,5,38.1,10.8333379700984
TA-08784,88.9,1.65,153,2,139.7,8.78574250374187
TA-08798,9.52,0.89,49,3,19.05,12.1075210184562
TA-08801,19.05,2.11,117,4,38.1,9.70938611084836
TA-08808,15.88,1.65,107,6,50.8,3.76412590486471
TA-08811,15.88,1.65,130,6,50.8,4.34001212977749
TA-08814,15.88,1.65,193,8,50.8,21.5776500503553
TA-08815,15.88,1.65,206,9,50.8,6.16782493058763
TA-08817,12.7,0.89,56,1,154.2,2.24790371850014
TA-08864,25.4,1.65,153,1,50.8,10.7220556077964
TA-08872,15.88,1.65,175,8,38.1,5.65314400494094
TA-08873,19.05,1.65,179,8,38.1,5.33320721332272
TA-08877,12.7,1.24,206,7,38.1,4.88807776411478
TA-08894,15.88,1.65,208,5,38.1,5.71156724514948
TA-08905,38.1,1.65,35,1,63.5,4.09240887365557
TA-08910,88.9,1.65,148,1,127,16.6422772822621
TA-08912,88.9,1.65,142,1,127,34.0357105100627
TA-08922,15.88,1.24,149,5,38.1,17.3795229325128
TA-08923,15.88,1.24,143,5,38.1,18.3170768349071
TA-08933,66.7,7.9,221,2,180,52.4974544159623
TA-08946,6.35,0.89,45,3,19.05,9.7789375872871
TA-08957,12.7,1.65,44,4,31.75,3.49704823533994
TA-08959,12.7,1.65,201,4,31.75,10.1155667332506
TA-08960,6.35,0.89,17,2,19.05,2.0948904703349
TA-08966,15.88,1.65,23,1,50.8,1.46058100521358
TA-08987,88.9,1.65,157,2,127,42.0090917690001
TA-08988,4,1,100,0,0,10.8945432693645
TA-08997,19.05,1.65,15,0,0,8.26271540092253
TA-09005,9.52,1.24,23,2,19.05,2.88499524267901
TA-09006,9.52,1.24,25,3,19.05,2.52054550614
TA-09007,9.52,1.24,32,3,19.05,0.823489481034703
TA-09024,15.88,1.65,43,3,38.1,2.91003377419696
TA-09031,25.4,1.65,89,4,50.8,9.08898694101478
TA-09036,6.35,0.89,22,2,19.05,6.37091524178875
TA-09040,19.05,2.11,59,4,38.1,3.81698502695815
TA-09041,19.05,2.11,229,7,38.1,7.14154560073001
TA-09054,6.35,0.89,29,2,19.05,4.50693567323047
TA-09055,6.35,0.89,43,3,19.05,5.67540047740133
TA-09058,6.35,0.89,34,2,12.7,1.64976102112696
TA-09065,19.05,2.11,56,3,38.1,7.59780328616816
TA-09067,9.52,0.89,15,2,19.05,2.62626375032689
TA-09073,25.4,1.65,69,4,50.8,1.76104338342894
TA-09077,9.52,1.24,86,4,31.75,2.82100788435537
TA-09078,9.52,1.24,86,4,31.75,2.82100788435537
TA-09108,12.7,1.24,169,6,38.1,8.52144689327465
TA-09110,3.18,0.71,61,5,12.7,2.46212226593146
TA-09111,3.18,0.71,128,4,12.7,3.0074058412112
TA-09114,63.5,1.65,104,2,101.6,4.77957746087034
TA-09128,33.4,3.4,187,4,90,59.1577037997363
TA-09139,9.52,1.24,30,2,19.05,1.81112044646484
TA-09142,19.05,2.11,201,7,38.1,6.4182102457671
TA-09159,25.4,3.05,50,1,63.5,9.93473289450988
TA-09160,25.4,3.05,39,2,63.5,10.7637864936597
TA-09161,101.6,1.65,118,2,152.4,10.8834150331343
TA-09174,19.05,1.65,110,6,38.1,10.2101567412073
TA-09197,12.7,1.24,52,4,25.4,6.96905793916193
TA-09238,19.05,1.65,98,2,50.8,18.4979106736478
TA-09240,19.05,1.65,89,2,50.8,18.2363971222381
TA-09242,19.05,1.65,158,0,0,4.36783272035299
TA-09243,15.88,1.65,64,4,38.1,6.04541433205544
TA-09256,9.52,1.65,50,3,31.75,3.09086761293769
TA-09272,9.52,1.24,29,2,19.05,2.25903195473033
TA-09277,12.7,1.65,202,4,38.1,2.69859728582318
TA-09287,25.4,1.65,227,4,63.5,6.23737640702637
TA-09289,25.4,3.05,225,4,63.5,8.45189541683591
TA-09290,25.4,3.05,145,4,63.5,5.83675990273921
TA-09291,15.88,2.41,215,4,38.1,5.42779722127941
TA-09306,12.7,1.65,232,4,38.1,2.86830288833371
TA-09314,9.52,1.24,119,9,19.05,8.89980692510141
TA-09343,15.88,1.65,95,4,38.1,8.57987013348319
TA-09347,50.8,1.65,171,5,101.6,17.3405741057071
TA-09352,50.8,1.65,109,4,101.6,9.95977142602783
TA-09366,9.52,1.65,29,4,19.05,3.29952204225391
TA-09381,38.1,1.65,57,3,63.5,3.79472855449775
TA-09384,76.2,1.65,143,2,152.4,15.0787600919192
TA-09394,15.88,1.24,71,4,38.1,3.8142029679006
TA-09400,6.35,0.71,26,2,19.05,4.56535891343901
TA-09412,9.52,0.89,218,6,31.75,4.53753832286352
TA-09423,12.7,1.65,161,8,38.1,5.18297602421504
TA-09424,12.7,1.65,156,8,38.1,4.2843709486265
TA-09436,152.4,1.65,61,0,0,56.8513768410276
TA-09440,10,3.5,155,4,38.1,8.8845837761444
