tube_assembly_id,total weight,NA,,,,,,,,component_id_1,quantity_1,component_id_2,quantity_2,component_id_3,quantity_3,component_id_4,quantity_4,component_id_5,quantity_5,component_id_6,quantity_6,component_id_7,quantity_7,component_id_8,quantity_8
TA-06192,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06193,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06194,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06195,0.1,0.05,0,0,0,0,0,0,0,C-0415,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06196,0.1,0.05,0,0,0,0,0,0,0,C-0415,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06197,0.066,0.006,0.027,0,0,0,0,0,0,C-0096,2,C-0097,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06198,0.074,0.01,0.027,0,0,0,0,0,0,C-0101,2,C-0102,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06199,0.074,0.01,0.027,0,0,0,0,0,0,C-0101,2,C-0102,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06200,0.074,0.01,0.027,0,0,0,0,0,0,C-0101,2,C-0102,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06201,0.08,0.04,0,0,0,0,0,0,0,C-0413,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06202,0.08,0.04,0,0,0,0,0,0,0,C-0413,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06203,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06204,0.08,0.04,0,0,0,0,0,0,0,C-0413,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06205,0.08,0.04,0,0,0,0,0,0,0,C-0413,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06206,0.358,0.035,0.026,0.297,0,0,0,0,0,C-1624,1,C-1631,1,C-1910,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06207,0.358,0.035,0.026,0.297,0,0,0,0,0,C-1624,1,C-1631,1,C-1910,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06208,0.358,0.035,0.026,0.297,0,0,0,0,0,C-1624,1,C-1631,1,C-1910,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06209,0.361,0.035,0.026,0.297,0.003,0,0,0,0,C-1624,1,C-1631,1,C-1910,1,C-0539,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-06210,0.016,0.008,0,0,0,0,0,0,0,C-0570,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06211,0.06,0.06,0,0,0,0,0,0,0,C-1257,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06212,0.177,0.177,0,0,0,0,0,0,0,C-0552,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06213,0.268,0.223,0.045,0,0,0,0,0,0,C-1245,1,C-1711,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06214,0.268,0.223,0.045,0,0,0,0,0,0,C-1245,1,C-1711,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06215,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06216,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06217,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06218,6.572,1.2,1,0.03,4.312,0,0,0,0,C-1402,1,C-1490,1,C-1978,2,C-0564,1,NA,NA,NA,NA,NA,NA,NA,NA
TA-06219,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06220,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06221,1.25,0.2,1.05,0,0,0,0,0,0,C-1777,1,C-0565,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06222,0.014,0.014,0,0,0,0,0,0,0,C-1817,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06223,0.11,0.11,0,0,0,0,0,0,0,C-0843,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06224,0.014,0.014,0,0,0,0,0,0,0,C-1817,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06225,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06226,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06227,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06228,0.1,0.05,0,0,0,0,0,0,0,C-1647,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06229,0.1,0.05,0,0,0,0,0,0,0,C-1647,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06230,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06231,0.604,0.129,0.033,0.442,0,0,0,0,0,C-1625,1,C-1632,1,C-0368,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06232,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06233,0.173,0.173,0,0,0,0,0,0,0,C-0562,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06234,0.173,0.173,0,0,0,0,0,0,0,C-0562,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06235,1.827,1.316,0.511,0,0,0,0,0,0,C-1783,1,C-1790,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06236,0.4,0.2,0,0,0,0,0,0,0,C-1777,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06237,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06238,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06239,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06240,0.048,0.019,0.005,0,0,0,0,0,0,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06241,0.289,0.044,0.018,0.227,0,0,0,0,0,C-1623,1,C-1630,1,C-0063,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06242,0.289,0.044,0.018,0.227,0,0,0,0,0,C-1623,1,C-1630,1,C-0121,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06243,1.173,0.05,1.123,0,0,0,0,0,0,C-1650,1,C-1819,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06244,0.298,0.149,0,0,0,0,0,0,0,C-1641,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06245,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06246,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06247,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06248,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06249,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06250,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06251,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06252,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06253,0.446,0.149,0.297,0,0,0,0,0,0,C-1641,1,C-1910,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06254,0.446,0.149,0.297,0,0,0,0,0,0,C-1641,1,C-1910,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06255,0.21,0.035,0.026,0.149,0,0,0,0,0,C-1624,1,C-1631,1,C-1641,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06256,0.395,0.395,0,0,0,0,0,0,0,C-0442,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06257,0.11,0.009,0.046,0,0,0,0,0,0,C-1420,2,C-1421,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06258,0.122,0.035,0.026,0,0,0,0,0,0,C-1624,2,C-1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06259,0.801,0.066,0.735,0,0,0,0,0,0,C-0077,1,C-0374,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06260,1.024,0.047,0.081,0.896,0,0,0,0,0,C-1789,1,C-1791,1,C-0571,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06261,0.861,0.636,0.225,0,0,0,0,0,0,C-1349,1,C-1642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06262,0.124,0.044,0.018,0,0,0,0,0,0,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06263,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06264,0.683,0.136,0.052,0.495,0,0,0,0,0,C-1344,1,C-1536,1,C-2032,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06265,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06266,0.042,0.016,0.005,0,0,0,0,0,0,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06267,0.696,0.348,0,0,0,0,0,0,0,C-1808,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06268,0.144,0.072,0,0,0,0,0,0,0,C-1745,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06269,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06270,2.632,2.56,0.072,0,0,0,0,0,0,C-1352,1,C-1745,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06271,0.04,0.02,0,0,0,0,0,0,0,C-1645,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06272,0.04,0.02,0,0,0,0,0,0,0,C-1645,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06273,2.03,1.95,0.04,0,0,0,0,0,0,C-0820,1,C-1964,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06274,1.95,1.95,0,0,0,0,0,0,0,C-0820,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06275,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06276,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06277,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06278,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06279,1.359,0.65,0.709,0,0,0,0,0,0,C-1795,1,C-2009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06280,1.359,0.65,0.709,0,0,0,0,0,0,C-1795,1,C-2009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06281,1.173,0.05,1.123,0,0,0,0,0,0,C-1650,1,C-1819,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06282,5.901,0.177,5.724,0,0,0,0,0,0,C-0552,1,C-0553,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06283,0.048,0.036,0.012,0,0,0,0,0,0,C-1622,1,C-1629,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06284,0.544,0.469,0.075,0,0,0,0,0,0,C-1594,1,C-1889,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06285,0.544,0.469,0.075,0,0,0,0,0,0,C-1594,1,C-1889,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06286,0.042,0.016,0.005,0,0,0,0,0,0,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06287,0.051,0.016,0.005,0.03,0,0,0,0,0,C-1620,1,C-1627,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06288,0.051,0.016,0.005,0.03,0,0,0,0,0,C-1620,1,C-1627,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06289,0.051,0.016,0.005,0.03,0,0,0,0,0,C-1620,1,C-1627,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06290,0.051,0.016,0.005,0.03,0,0,0,0,0,C-1620,1,C-1627,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06291,0.051,0.016,0.005,0.03,0,0,0,0,0,C-1620,1,C-1627,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06292,0.042,0.016,0.005,0,0,0,0,0,0,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06293,0.042,0.016,0.005,0,0,0,0,0,0,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06294,0.051,0.016,0.005,0.03,0,0,0,0,0,C-1620,1,C-1627,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06295,0.051,0.016,0.005,0.03,0,0,0,0,0,C-1620,1,C-1627,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06296,0.051,0.016,0.005,0.03,0,0,0,0,0,C-1620,1,C-1627,1,C-1637,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06297,0.042,0.016,0.005,0,0,0,0,0,0,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06298,0.098,0.036,0.012,0.05,0,0,0,0,0,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06299,0.098,0.036,0.012,0.05,0,0,0,0,0,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06300,0.098,0.036,0.012,0.05,0,0,0,0,0,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06301,0.098,0.036,0.012,0.05,0,0,0,0,0,C-1622,1,C-1629,1,C-1639,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06302,0.081,0.06,0.015,0.006,0,0,0,0,0,C-0479,1,C-1621,1,C-1628,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06303,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06304,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06305,0.096,0.012,0.05,0.034,0,0,0,0,0,C-1629,1,C-1639,1,C-2029,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06306,0.092,0.012,0.034,0,0,0,0,0,0,C-1629,2,C-2029,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06307,0.096,0.012,0.05,0.034,0,0,0,0,0,C-1629,1,C-1639,1,C-2029,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06308,0.096,0.012,0.05,0.034,0,0,0,0,0,C-1629,1,C-1639,1,C-2029,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06309,0.54,0.18,0,0,0,0,0,0,0,C-1860,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06310,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06311,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06312,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06313,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06314,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06315,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06316,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06317,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06318,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06319,0.042,0.016,0.005,0,0,0,0,0,0,C-1620,2,C-1627,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06320,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06321,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06322,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06323,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06324,0.387,0.129,0.033,0.225,0,0,0,0,0,C-1625,1,C-1632,1,C-1642,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06325,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06326,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06327,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06328,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06329,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06330,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06331,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06332,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06333,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06334,0.042,0.015,0.006,0,0,0,0,0,0,C-1621,2,C-1628,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06335,0.301,0.081,0.123,0.016,0,0,0,0,0,C-0818,2,C-1822,1,C-1874,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06336,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06337,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06338,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06339,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06340,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06341,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06342,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06343,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06344,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06345,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06346,0.745,0.154,0.04,0.551,0,0,0,0,0,C-1626,1,C-1633,1,C-0585,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06347,0.745,0.154,0.04,0.551,0,0,0,0,0,C-1626,1,C-1633,1,C-0585,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06348,0.096,0.036,0.012,0,0,0,0,0,0,C-1622,2,C-1629,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06349,0.745,0.154,0.04,0.551,0,0,0,0,0,C-1626,1,C-1633,1,C-0585,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06350,0.745,0.154,0.04,0.551,0,0,0,0,0,C-1626,1,C-1633,1,C-0585,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06351,0.159,0.044,0.018,0.097,0,0,0,0,0,C-1623,1,C-1630,1,C-1648,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06352,0.124,0.044,0.018,0,0,0,0,0,0,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06353,0.166,0.044,0.018,0.104,0,0,0,0,0,C-1623,1,C-1630,1,C-1640,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06354,0.124,0.044,0.018,0,0,0,0,0,0,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06355,0.124,0.044,0.018,0,0,0,0,0,0,C-1623,2,C-1630,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06356,0.048,0.019,0.005,0,0,0,0,0,0,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06357,0.635,0.083,0.013,0.539,0,0,0,0,0,C-1848,1,C-0001,1,C-0505,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06358,0.048,0.019,0.005,0,0,0,0,0,0,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06359,0.024,0.019,0.005,0,0,0,0,0,0,C-1243,1,C-1244,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06360,0.048,0.019,0.005,0,0,0,0,0,0,C-1243,2,C-1244,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06361,0.777,0.62,0.157,0,0,0,0,0,0,C-0588,1,C-0589,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06362,0.166,0.044,0.018,0.104,0,0,0,0,0,C-1623,1,C-1630,1,C-1640,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06363,0.166,0.044,0.018,0.104,0,0,0,0,0,C-1623,1,C-1630,1,C-1640,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06364,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TA-06365,0.018,0.009,0,0,0,0,0,0,0,C-1312,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
