tube_assembly_id,quantity,cost
TA-01554,Yes,50,7.95947096364962
TA-01554,Yes,100,7.77029094773624
TA-01554,Yes,250,7.65900858543425
TA-01556,Yes,1,26.5241510546786
TA-01556,Yes,2,16.3334687268741
TA-01556,Yes,5,10.2185029183799
TA-01556,Yes,10,8.17925362919604
TA-01556,Yes,25,6.95792970293173
TA-01556,Yes,50,6.61573643885312
TA-01556,Yes,100,6.46272319068789
TA-01556,Yes,250,6.37091524178875
TA-01557,Yes,3,45.9623976897782
TA-01557,Yes,6,27.9374370559138
TA-01557,Yes,9,21.9281894916065
TA-01557,Yes,12,18.9263477685104
TA-01566,Yes,1,28.0515014772734
TA-01566,Yes,2,16.1915837149391
TA-01566,Yes,5,9.07507664572703
TA-01566,Yes,10,6.70476232869471
TA-01566,Yes,25,5.28034809122928
TA-01566,Yes,50,4.87416746882703
TA-01566,Yes,100,4.68498745291365
TA-01566,Yes,250,4.57370509061166
TA-01567,Yes,1,28.0515014772734
TA-01567,Yes,2,16.1915837149391
TA-01567,Yes,5,9.07507664572703
TA-01567,Yes,10,6.70476232869471
TA-01567,Yes,25,5.28034809122928
TA-01567,Yes,50,4.87416746882703
TA-01567,Yes,100,4.68498745291365
TA-01567,Yes,250,4.57370509061166
TA-01568,No,1,9.16966665368372
TA-01569,Yes,1,3.31621439659921
TA-01570,No,1,9.16966665368372
TA-01582,No,1,4.96597541772617
TA-01583,Yes,1,12.2410598532186
TA-01584,No,1,772.805929124263
TA-01586,No,50,6.47663348597564
TA-01587,Yes,1,28.5522721076323
TA-01587,Yes,6,6.99687852973743
TA-01587,Yes,20,3.0185340774414
TA-01589,Yes,1,27.5757693784324
TA-01589,Yes,2,15.7158516160981
TA-01589,Yes,5,8.59934454688604
TA-01589,Yes,10,6.22903022985372
TA-01589,Yes,25,4.80461599238829
TA-01589,Yes,50,4.39843536998603
TA-01589,Yes,100,4.20925535407266
TA-01589,Yes,250,4.09797299177067
TA-01592,Yes,1,52.9314556289401
TA-01592,Yes,2,28.5884388753804
TA-01592,Yes,4,16.4169304986006
TA-01594,Yes,5,12.3745986879809
TA-01594,Yes,10,7.66457270354935
TA-01594,Yes,25,4.84078276013643
TA-01595,Yes,2,17.6104338342894
TA-01595,Yes,4,10.2630158633007
TA-01595,Yes,6,8.9387557519071
TA-01595,Yes,8,6.70198026963716
TA-01597,Yes,5,7.32237943947074
TA-01597,Yes,1,21.5581756369524
TA-01597,Yes,2,11.9934565970966
TA-01597,Yes,5,6.25685082042922
TA-01597,Yes,10,4.34279418883504
TA-01597,Yes,25,3.19380379806703
TA-01597,Yes,50,2.87943112456391
TA-01597,Yes,100,2.73754611262888
TA-01597,Yes,250,2.65408434090239
TA-01600,Yes,1,7.92886831401657
TA-01600,Yes,2,19.5745675289195
TA-01600,Yes,4,10.8806329740768
TA-01600,Yes,6,7.98172743611001
TA-01600,Yes,9,6.05097845017054
TA-01600,Yes,12,4.50415361417292
TA-01604,No,1,123.873961596457
TA-01605,Yes,15,3.18545762089438
TA-01605,Yes,45,1.92796692688192
TA-01607,No,1,10.5912988320916
TA-01609,Yes,26,2.07541605693206
TA-01609,Yes,52,1.54126071788252
TA-01609,Yes,104,1.40772188312013
TA-01610,Yes,5,20.2366975846163
TA-01610,Yes,10,11.3786215453782
TA-01610,Yes,25,6.12052992660928
TA-01617,Yes,1,26.6270872398079
TA-01617,Yes,2,16.4364049120035
TA-01617,Yes,5,10.3242211625668
TA-01617,Yes,10,8.28497187338293
TA-01617,Yes,25,7.06086588806107
TA-01617,Yes,50,6.72145468304001
TA-01617,Yes,100,6.56844143487478
TA-01617,Yes,250,6.47663348597564
TA-01619,No,1,352.358907874896
TA-01621,Yes,2,60.3985021394034
TA-01621,Yes,5,41.2440255281739
TA-01621,Yes,10,33.4403498717471
TA-01621,Yes,15,31.785024732505
TA-01621,Yes,20,30.9559711333552
TA-01623,No,1,9.64818081158227
TA-01624,Yes,1,25.1887627070547
TA-01624,Yes,2,14.9980803792503
TA-01624,Yes,5,8.88311457075611
TA-01624,Yes,10,6.8438652815722
TA-01624,Yes,25,5.62254135530789
TA-01624,Yes,50,5.28034809122928
TA-01624,Yes,100,5.12733484306405
TA-01624,Yes,250,5.03552689416491
TA-01630,Yes,1,1.22688804437941
TA-01633,No,1,6.29858170629246
TA-01637,No,75,3.06026496330464
TA-01639,No,1,4.6599489213957
TA-01641,Yes,1,11.9962386561542
TA-01649,Yes,1,22.0812027397718
TA-01649,Yes,2,12.516483699916
TA-01649,Yes,5,6.77987792324855
TA-01649,Yes,10,4.86582129165438
TA-01649,Yes,25,3.71683090088636
TA-01649,Yes,50,3.40245822738325
TA-01649,Yes,100,3.26057321544822
TA-01649,Yes,250,3.17711144372173
TA-01650,Yes,1,28.8638627220779
TA-01650,Yes,2,17.0039449597436
TA-01650,Yes,5,9.88743789053154
TA-01650,Yes,10,7.51712357349922
TA-01650,Yes,25,6.09270933603378
TA-01650,Yes,50,5.68652871363153
TA-01650,Yes,100,5.49734869771815
TA-01650,Yes,250,5.38606633541617
TA-01654,Yes,1,22.1284977437501
TA-01654,Yes,2,12.5637787038943
TA-01654,Yes,5,6.82439086816935
TA-01654,Yes,10,4.91033423657517
TA-01654,Yes,25,3.76412590486471
TA-01654,Yes,50,3.44697117230405
TA-01654,Yes,100,3.30508616036901
TA-01654,Yes,250,3.22162438864252
TA-01655,Yes,1,27.948565292144
TA-01655,Yes,2,16.0886475298098
TA-01655,Yes,5,8.9721404605977
TA-01655,Yes,10,6.60182614356538
TA-01655,Yes,25,5.17741190609994
TA-01655,Yes,50,4.77123128369769
TA-01655,Yes,100,4.58483332684186
TA-01655,Yes,250,4.47076890548233
TA-01658,Yes,1,6.80769851382405
TA-01660,No,1,3.07695731764994
TA-01663,Yes,1,17.1736505622541
TA-01663,Yes,2,9.27816695692816
TA-01663,Yes,5,4.54032038192107
TA-01663,Yes,10,2.96011083723285
TA-01663,Yes,25,2.01421075766596
TA-01663,Yes,50,1.76382544248649
TA-01663,Yes,100,1.65532513924206
TA-01665,Yes,1,20.5928011439827
TA-01665,Yes,2,11.0280821041269
TA-01665,Yes,5,5.29147632745948
TA-01665,Yes,10,3.3774196958653
TA-01665,Yes,25,2.22842930509729
TA-01665,Yes,50,1.91405663159418
TA-01665,Yes,100,1.77217161965914
TA-01665,Yes,250,1.68870984793265
TA-01667,Yes,1,21.4274188612476
TA-01667,Yes,2,11.8626998213918
TA-01667,Yes,5,6.12331198566683
TA-01667,Yes,10,4.20925535407266
TA-01667,Yes,25,3.06304702236219
TA-01667,Yes,50,2.74589228980153
TA-01667,Yes,100,2.60678933692404
TA-01667,Yes,250,2.52054550614
TA-01670,Yes,1,17.4629847042393
TA-01670,Yes,2,9.56750109891333
TA-01670,Yes,5,4.82965452390623
TA-01670,Yes,10,3.24944497921802
TA-01670,Yes,25,2.30354489965113
TA-01670,Yes,50,2.05315958447166
TA-01670,Yes,100,1.94465928122722
TA-01673,Yes,1,2.47046844310411
TA-01674,Yes,200,2.69303316770808
TA-01674,Yes,250,2.65686639995994
TA-01674,Yes,300,2.5873149235212
TA-01674,Yes,350,2.51776344708245
TA-01674,Yes,400,2.50663521085226
TA-01676,Yes,2,65.022284293051
TA-01676,Yes,3,47.6399793014806
TA-01676,Yes,4,38.9488268056954
TA-01676,Yes,5,33.7352481318473
TA-01679,Yes,1,21.3801238572692
TA-01679,Yes,2,11.8154048174135
TA-01679,Yes,5,6.07879904074604
TA-01679,Yes,10,4.16474240915186
TA-01679,Yes,25,3.0185340774414
TA-01679,Yes,50,2.70137934488073
TA-01679,Yes,100,2.5594943329457
TA-01679,Yes,250,2.47603256121921
TA-01680,Yes,1,21.7529197709809
TA-01680,Yes,2,12.1882007311251
TA-01680,Yes,5,6.45159495445769
TA-01680,Yes,10,4.53753832286352
TA-01680,Yes,25,3.3885479320955
TA-01680,Yes,50,3.07417525859239
TA-01680,Yes,100,2.93229024665736
TA-01680,Yes,250,2.84882847493087
TA-01681,Yes,1,21.1325206011473
TA-01681,Yes,2,11.5678015612915
TA-01681,Yes,5,5.82841372556657
TA-01681,Yes,10,3.91713915302994
TA-01681,Yes,25,2.76814876226192
TA-01681,Yes,50,2.45377608875881
TA-01681,Yes,100,2.31189107682378
TA-01681,Yes,250,2.22564724603974
TA-01682,Yes,1,21.7529197709809
TA-01682,Yes,2,12.1882007311251
TA-01682,Yes,5,6.45159495445769
TA-01682,Yes,10,4.53753832286352
TA-01682,Yes,25,3.3885479320955
TA-01682,Yes,50,3.07417525859239
TA-01682,Yes,100,2.93229024665736
TA-01682,Yes,250,2.84882847493087
TA-01683,No,1,3.69179236936842
TA-01684,Yes,2,150.659626202545
TA-01684,Yes,4,87.428987942556
TA-01684,Yes,6,64.7552066235262
TA-01684,Yes,8,52.2053382149196
TA-01684,Yes,11,43.912020164364
TA-01686,No,1,37.6523872848773
TA-01704,Yes,1,21.3411750304635
TA-01704,Yes,2,11.7764559906078
TA-01704,Yes,5,6.03706815488279
TA-01704,Yes,10,4.12579358234617
TA-01704,Yes,25,2.97680319157815
TA-01704,Yes,50,2.65964845901749
TA-01704,Yes,100,2.52054550614
TA-01704,Yes,250,2.43430167535596
TA-01706,Yes,1,21.6778041764271
TA-01706,Yes,2,12.1130851365713
TA-01706,Yes,5,6.37647935990385
TA-01706,Yes,10,4.46242272830968
TA-01706,Yes,25,3.31343233754166
TA-01706,Yes,50,2.99905966403855
TA-01706,Yes,100,2.85717465210351
TA-01706,Yes,250,2.77371288037702
TA-01707,No,75,1.82781280081014
TA-01710,No,1,4.16752446820941
TA-01716,No,1,8.44076718060571
TA-01718,Yes,1,26.3294069206501
TA-01718,Yes,2,16.1387245928457
TA-01718,Yes,5,10.0237587843515
TA-01718,Yes,10,7.98729155422511
TA-01718,Yes,25,6.76318556890326
TA-01718,Yes,50,6.42099230482465
TA-01718,Yes,100,6.26797905665941
TA-01718,Yes,250,6.17617110776027
TA-01719,Yes,1,30.4663287392265
TA-01719,Yes,2,18.6064109768922
TA-01719,Yes,5,11.4899039076801
TA-01719,Yes,10,9.11958959064783
TA-01719,Yes,25,7.6951753531824
TA-01719,Yes,50,7.28899473078014
TA-01719,Yes,100,7.09981471486677
TA-01719,Yes,250,6.98853235256478
TA-01721,Yes,1,22.8351407443677
TA-01721,Yes,2,13.2704217045119
TA-01721,Yes,5,7.53381592784451
TA-01721,Yes,10,5.61975929625034
TA-01721,Yes,25,4.47355096453987
TA-01721,Yes,50,4.15639623197921
TA-01721,Yes,100,4.01451122004418
TA-01721,Yes,250,3.93104944831769
TA-01723,Yes,1,23.0994363548349
TA-01723,Yes,2,13.5347173149792
TA-01723,Yes,5,7.79532947925418
TA-01723,Yes,10,5.88405490671756
TA-01723,Yes,25,4.73506451594954
TA-01723,Yes,50,4.42069184244643
TA-01723,Yes,100,4.2788068305114
TA-01723,Yes,250,4.19256299972736
TA-01728,Yes,1,28.5105412217691
TA-01728,Yes,2,16.6506234594348
TA-01728,Yes,5,9.53411639022273
TA-01728,Yes,10,7.16102001413286
TA-01728,Yes,25,5.73938783572498
TA-01728,Yes,50,5.33042515426517
TA-01728,Yes,100,5.14402719740935
TA-01728,Yes,250,5.03274483510736
TA-01729,Yes,1,22.1730106886709
TA-01729,Yes,2,12.6082916488151
TA-01729,Yes,5,6.86890381309014
TA-01729,Yes,10,4.95484718149597
TA-01729,Yes,25,3.8086388497855
TA-01729,Yes,50,3.49148411722484
TA-01729,Yes,100,3.35238116434736
TA-01729,Yes,250,3.26613733356332
TA-01730,No,1,4.25376829899345
TA-01731,No,1,3.93104944831769
TA-01736,Yes,1,22.3538445274116
TA-01736,Yes,2,12.7891254875558
TA-01736,Yes,5,7.04973765183087
TA-01736,Yes,10,5.1356810202367
TA-01736,Yes,25,3.98947268852623
TA-01736,Yes,50,3.67231795596557
TA-01736,Yes,100,3.53043294403054
TA-01736,Yes,250,3.44697117230405
TA-01738,Yes,1,21.7779583024988
TA-01738,Yes,2,12.2132392626431
TA-01738,Yes,5,6.47385142691809
TA-01738,Yes,10,4.55979479532392
TA-01738,Yes,25,3.41358646361345
TA-01738,Yes,50,3.09643173105279
TA-01738,Yes,100,2.95454671911775
TA-01738,Yes,250,2.87108494739126
TA-01739,No,1,50.3552689416491
TA-01742,Yes,1,84.6886597708696
TA-01742,Yes,3,32.8561174696616
TA-01742,Yes,5,20.553852317177
TA-01743,Yes,2,32.8616815877767
TA-01743,Yes,4,20.4258776005297
TA-01743,Yes,6,15.5294536592423
TA-01743,Yes,8,13.0812416885986
TA-01746,Yes,1,21.7640480072111
TA-01746,Yes,2,12.1993289673553
TA-01746,Yes,5,6.45994113163034
TA-01746,Yes,10,4.54588450003617
TA-01746,Yes,25,3.3996761683257
TA-01746,Yes,50,3.08252143576504
TA-01746,Yes,100,2.94341848288755
TA-01746,Yes,250,2.85717465210351
TA-01748,No,1,3.64449736539007
TA-01756,No,1,6.94958352575908
TA-01757,Yes,2,24.2651190999483
TA-01757,Yes,4,13.832397634137
TA-01757,Yes,6,10.3548238121999
TA-01757,Yes,8,8.61603690123134
TA-01757,Yes,10,7.57276475465021
TA-01758,Yes,1,21.8558559561102
TA-01758,Yes,2,12.2911369162545
TA-01758,Yes,5,6.55174908052948
TA-01758,Yes,10,4.64047450799286
TA-01758,Yes,25,3.49148411722484
TA-01758,Yes,50,3.17711144372173
TA-01758,Yes,100,3.03522643178669
TA-01758,Yes,250,2.94898260100265
TA-01760,No,1,93.7359158260211
TA-01761,Yes,1,15.2317733400845
TA-01762,Yes,2,13.6626920316264
TA-01762,Yes,3,10.5885167730341
TA-01762,Yes,4,8.36565158605187
TA-01762,Yes,5,7.90939390061372
TA-01763,Yes,1,22.0756386216567
TA-01763,Yes,2,12.5109195818009
TA-01763,Yes,5,6.77153174607591
TA-01763,Yes,10,4.86025717353928
TA-01763,Yes,25,3.71126678277126
TA-01763,Yes,50,3.39689410926815
TA-01763,Yes,100,3.25500909733312
TA-01763,Yes,250,3.16876526654908
TA-01764,Yes,1,57.7750204481341
TA-01764,Yes,2,29.9683401679251
TA-01764,Yes,3,20.7013014472271
TA-01764,Yes,4,16.0663910573494
TA-01764,Yes,5,13.2871140588572
TA-01767,Yes,1,23.7253996427836
TA-01767,Yes,2,14.1606806029278
TA-01767,Yes,5,8.42129276720286
TA-01767,Yes,10,6.50723613560869
TA-01767,Yes,25,5.36102780389822
TA-01767,Yes,50,5.04387307133756
TA-01767,Yes,100,4.90477011846007
TA-01767,Yes,250,4.81852628767603
TA-01769,Yes,1,23.7448740561865
TA-01769,Yes,2,14.1801550163307
TA-01769,Yes,5,8.44076718060571
TA-01769,Yes,10,6.52671054901153
TA-01769,Yes,25,5.38050221730107
TA-01769,Yes,50,5.06334748474041
TA-01769,Yes,100,4.92146247280537
TA-01769,Yes,250,4.83800070107888
TA-01771,Yes,1,24.5433250057032
TA-01771,Yes,2,14.9786059658474
TA-01771,Yes,5,9.23921813012246
TA-01771,Yes,10,7.32794355758584
TA-01771,Yes,25,6.17895316681783
TA-01771,Yes,50,5.86458049331471
TA-01771,Yes,100,5.72269548137968
TA-01771,Yes,250,5.63923370965319
TA-01773,Yes,1,21.5637397550675
TA-01773,Yes,2,11.9990207152117
TA-01773,Yes,5,6.25963287948677
TA-01773,Yes,10,4.34835830695014
TA-01773,Yes,25,3.19936791618212
TA-01773,Yes,50,2.88499524267901
TA-01773,Yes,100,2.74311023074398
TA-01773,Yes,250,2.65686639995994
TA-01774,Yes,1,21.8502918379951
TA-01774,Yes,2,12.2855727981394
TA-01774,Yes,5,6.54618496241438
TA-01774,Yes,10,4.63212833082021
TA-01774,Yes,25,3.48591999910974
TA-01774,Yes,50,3.16876526654908
TA-01774,Yes,100,3.02966231367159
TA-01774,Yes,250,2.94341848288755
TA-01777,Yes,1,29.6984804393428
TA-01777,Yes,2,17.8385626770085
TA-01777,Yes,5,10.7220556077964
TA-01777,Yes,10,8.34895923170657
TA-01777,Yes,25,6.92732705329869
TA-01777,Yes,50,6.51836437183889
TA-01777,Yes,100,6.33196641498306
TA-01777,Yes,250,6.22068405268107
TA-01779,No,45,2.57340462823345
TA-01780,No,45,2.59844315975139
TA-01781,Yes,2,17.415689700261
TA-01781,Yes,3,13.6014867323604
TA-01781,Yes,4,10.7443120802568
TA-01781,Yes,5,6.56009525770213
TA-01783,Yes,1,28.3575279736038
TA-01783,Yes,2,16.4976102112696
TA-01783,Yes,5,9.3811031420575
TA-01783,Yes,10,7.00800676596763
TA-01783,Yes,25,5.58637458755974
TA-01783,Yes,50,5.17741190609994
TA-01783,Yes,100,4.99101394924411
TA-01783,Yes,250,4.87973158694213
TA-01784,Yes,1,27.7927699849212
TA-01784,Yes,2,15.932852222587
TA-01784,Yes,5,8.81912721243246
TA-01784,Yes,10,6.44603083634259
TA-01784,Yes,25,5.02161659887716
TA-01784,Yes,50,4.61543597647491
TA-01784,Yes,100,4.42903801961908
TA-01784,Yes,250,4.31497359825954
TA-01787,Yes,1,21.6833682945422
TA-01787,Yes,2,12.1186492546864
TA-01787,Yes,5,6.3792614189614
TA-01787,Yes,10,4.46798684642478
TA-01787,Yes,25,3.31899645565676
TA-01787,Yes,50,3.00462378215365
TA-01787,Yes,100,2.86273877021861
TA-01787,Yes,250,2.77927699849212
TA-01788,Yes,1,21.6917144717148
TA-01788,Yes,2,12.126995431859
TA-01788,Yes,5,6.38760759613405
TA-01788,Yes,10,4.47355096453987
TA-01788,Yes,25,3.32734263282941
TA-01788,Yes,50,3.01018790026875
TA-01788,Yes,100,2.86830288833371
TA-01788,Yes,250,2.78484111660722
TA-01789,Yes,1,18.4367053743817
TA-01789,Yes,2,12.4858810502829
TA-01789,Yes,3,10.5050550013076
TA-01789,Yes,5,7.43087974271518
TA-01789,Yes,10,6.44046671822749
TA-01791,No,2,103.027993078237
TA-01793,No,1,102.632940692065
TA-01797,No,1,17.4629847042393
TA-01802,Yes,1,8.87198633452591
TA-01805,Yes,60,3.24109880204537
TA-01805,Yes,80,3.04635466801689
TA-01805,Yes,100,2.97680319157815
TA-01805,Yes,120,2.93507230571491
TA-01811,Yes,1,8.91371722038915
TA-01811,Yes,2,5.61419517813524
TA-01811,Yes,3,4.50971773228802
TA-01811,Yes,5,3.63058707010232
TA-01811,Yes,10,2.9684570144055
TA-01811,Yes,20,2.63739198655709
TA-01816,Yes,1,22.9909360515905
TA-01816,Yes,2,13.4262170117347
TA-01816,Yes,5,7.68682917600975
TA-01816,Yes,10,5.77277254441557
TA-01816,Yes,25,4.62656421270511
TA-01816,Yes,50,4.30940948014444
TA-01816,Yes,100,4.17030652726696
TA-01816,Yes,250,4.08406269648292
TA-01817,No,1,92.7705413330514
TA-01818,Yes,1,25.3250836008747
TA-01818,Yes,6,5.60306694190504
TA-01818,Yes,20,1.96135163557252
TA-01821,Yes,1,2.5539302148306
TA-01822,Yes,1,2.37031431703232
TA-01823,Yes,1,3.04079054990179
TA-01828,Yes,1,23.1689878312737
TA-01828,Yes,2,13.6042687914179
TA-01828,Yes,5,7.86488095569293
TA-01828,Yes,10,5.9536063831563
TA-01828,Yes,25,4.80461599238829
TA-01828,Yes,50,4.49024331888517
TA-01828,Yes,100,4.34835830695014
TA-01828,Yes,250,4.2621144761661
TA-01829,Yes,1,30.5470084518954
TA-01829,Yes,6,7.24448178585935
TA-01829,Yes,20,2.10323664750755
TA-01830,No,5,29.2811715807103
TA-01831,Yes,1,28.0375911819856
TA-01831,Yes,2,16.1776734196514
TA-01831,Yes,5,9.06116635043929
TA-01831,Yes,10,6.68806997434941
TA-01831,Yes,25,5.26643779594153
TA-01831,Yes,50,4.85747511448173
TA-01831,Yes,100,4.6710771576259
TA-01831,Yes,250,4.55979479532392
TA-01834,Yes,1,28.8610806630203
TA-01834,Yes,2,17.0011629006861
TA-01834,Yes,5,9.88465583147399
TA-01834,Yes,10,7.51434151444167
TA-01834,Yes,25,6.08992727697624
TA-01834,Yes,50,5.68374665457398
TA-01834,Yes,100,5.49456663866061
TA-01834,Yes,250,5.38328427635862
TA-01835,No,1,3.44140705418895
TA-01837,Yes,1,23.0521413508566
TA-01837,Yes,2,16.5087384474998
TA-01837,Yes,3,14.2858732605176
TA-01837,Yes,5,12.5331760542613
TA-01837,Yes,10,11.1588388798317
TA-01838,No,1,14.536258575697
TA-01839,No,1,3.33847086905961
TA-01840,No,1,13.8045770435615
TA-01844,Yes,1,25.903751884845
TA-01844,Yes,2,15.7130695570406
TA-01844,Yes,5,9.59810374854637
TA-01844,Yes,10,7.56163651842001
TA-01844,Yes,25,6.33753053309816
TA-01844,Yes,50,5.99533726901955
TA-01844,Yes,100,5.84232402085431
TA-01844,Yes,250,5.75051607195518
TA-01847,Yes,1,30.4969313888595
TA-01847,Yes,2,18.6370136265253
TA-01847,Yes,5,11.5232886163707
TA-01847,Yes,10,9.15019224028088
TA-01847,Yes,25,7.72577800281544
TA-01847,Yes,50,7.31959738041319
TA-01847,Yes,100,7.13319942355736
TA-01847,Yes,250,7.01913500219783
TA-01856,Yes,1,318.351017955409
TA-01856,Yes,2,196.939178624884
TA-01856,Yes,3,146.046972285128
TA-01856,Yes,4,120.596696026663
TA-01856,Yes,5,106.052091273794
TA-01860,Yes,1,21.5470474007222
TA-01860,Yes,2,11.9823283608664
TA-01860,Yes,5,6.24294052514147
TA-01860,Yes,10,4.32888389354729
TA-01860,Yes,25,3.18267556183683
TA-01860,Yes,50,2.86552082927616
TA-01860,Yes,100,2.72363581734113
TA-01860,Yes,250,2.64017404561464
TA-01861,No,3,68.0936774925858
TA-01863,Yes,2,18.1835380001447
TA-01863,Yes,3,11.2812494783639
TA-01863,Yes,4,9.87074553618624
TA-01863,Yes,5,7.35020003004624
TA-01865,No,12,6.22903022985372
TA-01866,Yes,2,9.97368172131558
TA-01866,Yes,3,8.86642221641081
TA-01866,Yes,4,8.31279246395842
TA-01866,Yes,5,7.97894537705246
TA-01867,Yes,1,22.3927933542173
TA-01867,Yes,2,12.8280743143615
TA-01867,Yes,5,7.08868647863657
TA-01867,Yes,10,5.17462984704239
TA-01867,Yes,25,4.02842151533193
TA-01867,Yes,50,3.71126678277126
TA-01867,Yes,100,3.56938177083623
TA-01867,Yes,250,3.48591999910974
TA-01873,No,10,12.5359581133188
TA-01874,Yes,1,21.9087150782037
TA-01874,Yes,2,12.3439960383479
TA-01874,Yes,5,6.60460820262292
TA-01874,Yes,10,4.6933336300863
TA-01874,Yes,25,3.54434323931828
TA-01874,Yes,50,3.22997056581517
TA-01874,Yes,100,3.08808555388014
TA-01874,Yes,250,3.00462378215365
TA-01875,Yes,1,22.2063953973615
TA-01875,Yes,2,12.6416763575057
TA-01875,Yes,5,6.90507058083829
TA-01875,Yes,10,4.99101394924411
TA-01875,Yes,25,3.8420235584761
TA-01875,Yes,50,3.52765088497299
TA-01875,Yes,100,3.38576587303795
TA-01875,Yes,250,3.30230410131146
TA-01876,No,1,8.31001040490088
TA-01879,Yes,1,22.4985115984042
TA-01879,Yes,2,12.9337925585484
TA-01879,Yes,5,7.19440472282345
TA-01879,Yes,10,5.28313015028683
TA-01879,Yes,25,4.13413975951881
TA-01879,Yes,50,3.8197670860157
TA-01879,Yes,100,3.67788207408067
TA-01879,Yes,250,3.59163824329663
TA-01884,No,10,9.97368172131558
TA-01886,Yes,1,21.5136626920316
TA-01886,Yes,2,11.9489436521758
TA-01886,Yes,5,6.21233787550842
TA-01886,Yes,10,4.29828124391425
TA-01886,Yes,25,3.15207291220378
TA-01886,Yes,50,2.83491817964312
TA-01886,Yes,100,2.69303316770808
TA-01886,Yes,250,2.60957139598159
TA-01887,Yes,1,21.5220088692043
TA-01887,Yes,2,11.9572898293485
TA-01887,Yes,5,6.22068405268107
TA-01887,Yes,10,4.30662742108689
TA-01887,Yes,25,3.15763703031888
TA-01887,Yes,50,2.84326435681577
TA-01887,Yes,100,2.70137934488073
TA-01887,Yes,250,2.61791757315424
TA-01888,Yes,1,21.6305091724487
TA-01888,Yes,2,12.0657901325929
TA-01888,Yes,5,6.32640229686796
TA-01888,Yes,10,4.41512772433133
TA-01888,Yes,25,3.26613733356332
TA-01888,Yes,50,2.9517646600602
TA-01888,Yes,100,2.80987964812517
TA-01888,Yes,250,2.72363581734113
TA-01891,Yes,4,110.634142541578
TA-01891,Yes,5,102.36586302254
TA-01892,Yes,1,8.1263945071026
TA-01892,Yes,3,5.22192485102074
TA-01892,Yes,5,4.64047450799286
TA-01892,Yes,10,4.20369123595756
TA-01892,Yes,20,3.98669062946868
TA-01892,Yes,50,3.8531517947063
TA-01894,Yes,1,6.7826599823061
TA-01895,No,1,14.3220400282657
TA-01897,Yes,1,7.75638065244849
TA-01899,Yes,2,94.342404700567
TA-01899,Yes,3,67.5678683307089
TA-01899,Yes,4,53.5824574484067
TA-01899,Yes,5,45.9095385676847
TA-01899,Yes,6,40.7905499017933
TA-01906,Yes,1,25.7785592272553
TA-01906,Yes,2,15.5878768994508
TA-01906,Yes,5,9.47291109095664
TA-01906,Yes,10,7.43366180177273
TA-01906,Yes,25,6.21233787550842
TA-01906,Yes,50,5.87014461142981
TA-01906,Yes,100,5.71713136326458
TA-01906,Yes,250,5.62532341436544
TA-01907,Yes,1,21.6889324126573
TA-01907,Yes,2,12.1242133728015
TA-01907,Yes,5,6.3848255370765
TA-01907,Yes,10,4.47355096453987
TA-01907,Yes,25,3.32456057377186
TA-01907,Yes,50,3.01018790026875
TA-01907,Yes,100,2.86830288833371
TA-01907,Yes,250,2.78205905754967
TA-01908,Yes,1,22.1284977437501
TA-01908,Yes,2,12.5637787038943
TA-01908,Yes,5,6.82439086816935
TA-01908,Yes,10,4.91311629563272
TA-01908,Yes,25,3.76412590486471
TA-01908,Yes,50,3.44697117230405
TA-01908,Yes,100,3.30786821942656
TA-01908,Yes,250,3.22162438864252
TA-01911,Yes,1,27.6536670320438
TA-01911,Yes,2,15.7937492697095
TA-01911,Yes,5,8.67724220049743
TA-01911,Yes,10,6.30692788346511
TA-01911,Yes,25,4.88251364599968
TA-01911,Yes,50,4.47633302359742
TA-01911,Yes,100,4.28715300768405
TA-01911,Yes,250,4.17587064538206
TA-01912,Yes,10,3.68622825125332
TA-01912,Yes,15,2.9907134868659
TA-01912,Yes,25,2.43430167535596
TA-01912,Yes,50,2.01699281672351
TA-01912,Yes,75,1.87788986384603
TA-01914,Yes,1,27.4950896657634
TA-01914,Yes,2,15.6351719034292
TA-01914,Yes,5,8.52144689327465
TA-01914,Yes,10,6.14835051718478
TA-01914,Yes,25,4.72393627971935
TA-01914,Yes,50,4.31775565731709
TA-01914,Yes,100,4.13135770046126
TA-01914,Yes,250,4.01729327910173
TA-01916,Yes,1,12.4079833966715
TA-01916,Yes,1,12.0324054239023
TA-01918,No,1,6.92176293518359
TA-01919,Yes,1,15.1260550958976
TA-01920,Yes,1,22.1479721571529
TA-01920,Yes,2,12.5832531172972
TA-01920,Yes,5,6.84664734062975
TA-01920,Yes,10,4.93259070903557
TA-01920,Yes,25,3.78360031826756
TA-01920,Yes,50,3.46922764476444
TA-01920,Yes,100,3.32734263282941
TA-01920,Yes,250,3.24388086110292
TA-01923,Yes,1,11.1699671160619
TA-01927,Yes,1,21.1659053098379
TA-01927,Yes,2,11.6011862699821
TA-01927,Yes,5,5.86179843425716
TA-01927,Yes,10,3.95052386172054
TA-01927,Yes,25,2.80153347095252
TA-01927,Yes,50,2.48716079744941
TA-01927,Yes,100,2.34527578551437
TA-01927,Yes,250,2.25903195473033
TA-01928,Yes,1,22.3983574723324
TA-01928,Yes,2,12.8336384324766
TA-01928,Yes,5,7.09425059675167
TA-01928,Yes,10,5.18019396515749
TA-01928,Yes,25,4.03398563344703
TA-01928,Yes,50,3.71683090088636
TA-01928,Yes,100,3.57772794800888
