tube_assembly_id,supplier,quote_date,annual_usage,min_order_quantity,bracket_pricing,quantity,cost
TA-02523,S-0066,2013-03-17,0,0,Yes,1,28.0765400087913
TA-02525,S-0066,2013-10-01,0,0,Yes,1,33.5516322340491
TA-02577,S-0066,2013-05-01,0,0,Yes,1,21.3995982706721
TA-02578,S-0066,2013-10-01,0,0,Yes,1,30.6972396410031
TA-02579,S-0066,2013-03-24,0,0,Yes,1,28.1766941348631
TA-02582,S-0066,2013-08-01,0,0,Yes,1,21.9671383184122
TA-02589,S-0066,2013-10-01,0,0,Yes,1,28.3491817964312
TA-02604,S-0066,2013-10-01,0,0,Yes,1,24.7074664900986
TA-02606,S-0066,2013-10-01,0,0,Yes,1,24.532196769473
TA-02607,S-0066,2013-07-01,0,0,Yes,1,21.8920227238584
TA-02632,S-0066,2013-10-01,0,0,Yes,1,23.0827440004896
TA-02635,S-0066,2013-10-01,0,0,Yes,1,22.3872292361022
TA-02646,S-0066,2013-09-01,0,0,Yes,1,28.8193497771571
TA-02648,S-0066,2013-09-01,0,0,Yes,1,28.8193497771571
TA-02676,S-0066,2013-07-01,0,0,Yes,1,22.0728565625991
TA-02681,S-0066,2013-06-01,0,0,Yes,1,22.0589462673114
TA-02683,S-0066,2013-08-11,0,0,Yes,1,21.9532280231245
TA-02688,S-0066,2013-06-01,0,0,Yes,1,23.185680185619
TA-02714,S-0066,2013-07-01,0,0,Yes,1,21.6694579992544
TA-02720,S-0066,2013-07-07,0,0,Yes,1,20.9433405852339
TA-02721,S-0066,2013-07-21,0,0,Yes,1,21.5303550463769
TA-02723,S-0066,2013-09-01,0,0,Yes,1,28.3603100326614
TA-02724,S-0066,2013-09-01,0,0,Yes,1,28.6162594659559
TA-02726,S-0066,2013-09-01,0,0,Yes,1,25.7757771681977
TA-02728,S-0066,2013-09-01,0,0,Yes,1,29.4926080690841
TA-02729,S-0066,2013-09-01,0,0,Yes,1,29.0947736238545
TA-02730,S-0066,2013-09-01,0,0,Yes,1,29.1615430412357
TA-02733,S-0066,2013-06-01,0,0,Yes,1,21.4135085659598
TA-02745,S-0066,2013-08-01,0,0,Yes,1,21.3022262036578
TA-02778,S-0066,1999-06-25,0,0,Yes,1,16.8982267155567
TA-02803,S-0066,2013-07-21,0,0,Yes,1,21.3662135619815
TA-02811,S-0066,2013-07-14,0,0,Yes,1,20.6456602660761
TA-02814,S-0066,2013-06-01,0,0,Yes,1,27.3643328900586
TA-02829,S-0066,2013-09-01,0,0,Yes,1,28.0348091229281
TA-02830,S-0066,2013-07-07,0,0,Yes,1,22.067292444484
TA-02831,S-0066,2013-07-21,0,0,Yes,1,22.1090233303473
TA-02836,S-0066,2013-10-01,0,0,Yes,1,17.9832297480011
TA-02837,S-0066,2013-06-16,0,0,Yes,1,23.8311178869705
TA-02840,S-0066,2013-06-16,0,0,Yes,1,23.8784128909488
TA-02843,S-0066,2013-06-16,0,0,Yes,1,22.3816651179871
TA-02848,S-0066,2013-06-16,0,0,Yes,1,23.1884622446765
TA-02851,S-0066,2013-08-01,0,0,Yes,1,21.8002147749592
TA-02862,S-0054,2002-05-06,0,0,Yes,1,12.3384319202328
TA-02863,S-0054,2002-05-06,0,0,Yes,1,17.1486120307362
TA-02887,S-0066,2013-05-01,0,0,Yes,1,21.6778041764271
TA-02888,S-0066,2013-05-01,0,0,Yes,1,21.8836765466857
TA-02902,S-0066,2013-09-01,0,0,Yes,1,23.0382310555688
TA-02905,S-0066,2013-07-21,0,0,Yes,1,21.7390094756931
TA-02909,S-0066,2013-07-07,0,0,Yes,1,21.3745597391541
TA-02910,S-0066,2013-07-21,0,0,Yes,1,21.4747138652259
TA-02916,S-0066,2013-07-07,0,0,Yes,1,21.4747138652259
TA-02919,S-0066,2013-07-21,0,0,Yes,1,21.2076361957012
TA-02955,S-0066,2013-06-01,0,0,Yes,1,27.7593852762306
TA-02963,S-0066,2013-08-01,0,0,Yes,1,27.5646411422022
TA-02972,S-0066,2013-09-01,0,0,Yes,1,28.844388308675
TA-02978,S-0066,2013-07-01,0,0,Yes,1,27.497871724821
TA-02982,S-0066,2013-06-01,0,0,Yes,1,28.1961685482659
TA-02988,S-0066,2013-09-01,0,0,Yes,1,27.7872058668061
TA-02989,S-0066,2013-09-01,0,0,Yes,1,24.2317343912577
TA-03006,S-0066,2013-09-01,0,0,Yes,1,41.0214608035699
TA-03010,S-0066,2013-09-01,0,0,Yes,1,24.1621829148189
TA-03012,S-0066,2013-07-01,0,0,Yes,1,21.3829059163268
TA-03013,S-0066,2013-06-01,0,0,Yes,1,21.3050082627154
TA-03021,S-0066,2013-08-01,0,0,Yes,1,21.3995982706721
TA-03031,S-0066,2013-09-01,0,0,Yes,1,28.2406814931867
TA-03040,S-0066,2013-07-01,0,0,Yes,1,21.7557018300384
TA-03048,S-0066,2013-09-01,0,0,Yes,1,21.758483889096
TA-03049,S-0066,2013-09-01,0,0,Yes,1,21.7640480072111
TA-03050,S-0066,2013-05-01,0,0,Yes,1,21.758483889096
TA-03060,S-0066,2013-06-01,0,0,Yes,1,27.8038982211514
TA-03062,S-0066,2013-09-01,0,0,Yes,1,21.7779583024988
TA-03065,S-0066,2013-09-01,0,0,Yes,1,21.9504459640669
TA-03071,S-0066,2013-08-01,0,0,Yes,1,21.4274188612476
TA-03099,S-0066,2013-10-01,0,0,Yes,1,33.2595160330063
TA-03101,S-0066,2013-06-01,0,0,Yes,1,23.0410131146264
TA-03130,S-0066,2013-09-01,0,0,Yes,1,23.1495134178708
TA-03133,S-0066,2013-09-01,0,0,Yes,1,22.2008312792464
TA-03137,S-0066,2013-09-01,0,0,Yes,1,22.3566265864692
TA-03139,S-0066,2013-10-01,0,0,Yes,1,26.5519716452541
TA-03142,S-0066,2013-08-04,0,0,Yes,1,22.3065495234333
TA-03145,S-0066,2013-08-11,0,0,Yes,1,22.4484345353683
TA-03149,S-0066,2013-08-11,0,0,Yes,1,25.4113274316587
TA-03154,S-0066,2013-07-01,0,0,Yes,1,27.8734496975902
TA-03185,S-0066,2013-08-01,0,0,Yes,1,27.553512905972
TA-03186,S-0066,2013-08-01,0,0,Yes,1,21.5526115188373
TA-03205,S-0066,2013-10-01,0,0,Yes,1,25.7980336406581
TA-03211,S-0066,2013-09-01,0,0,Yes,1,24.7631076712496
TA-03223,S-0066,2013-09-01,0,0,Yes,1,22.3621907045843
TA-03224,S-0066,2013-08-01,0,0,Yes,1,27.917962642511
TA-03243,S-0066,2013-09-01,0,0,Yes,1,28.5940029934955
TA-03279,S-0066,2013-09-01,0,0,Yes,1,27.5924617327777
TA-03288,S-0066,2013-05-01,0,0,Yes,1,22.4289601219655
TA-03289,S-0066,2013-05-01,0,0,Yes,1,22.4289601219655
TA-03318,S-0066,2013-06-01,0,0,Yes,1,21.4635856289957
TA-03322,S-0066,2013-08-01,0,0,Yes,1,21.6889324126573
TA-03329,S-0066,2013-09-01,0,0,Yes,1,27.5006537838785
TA-03335,S-0066,2013-08-01,0,0,Yes,1,20.7319040968602
TA-03336,S-0066,2013-08-01,0,0,Yes,1,21.2465850225069
TA-03337,S-0066,2013-10-01,0,0,Yes,1,25.261096242551
TA-03338,S-0066,2013-10-01,0,0,Yes,1,26.1207524913339
TA-03339,S-0066,2013-10-01,0,0,Yes,1,28.8610806630203
TA-03340,S-0066,2013-05-01,0,0,Yes,1,21.3578673848088
TA-03343,S-0066,2013-04-14,0,0,Yes,1,22.1730106886709
TA-03349,S-0066,2013-10-01,0,0,Yes,1,22.8073201537922
TA-03378,S-0066,2013-06-16,0,0,Yes,1,27.609154087123
TA-03379,S-0066,2013-10-01,0,0,Yes,1,28.9473244938044
TA-03382,S-0066,2013-08-11,0,0,Yes,1,28.7776188912938
TA-03397,S-0066,2013-08-04,0,0,Yes,1,21.6082526999883
TA-03408,S-0066,2013-10-01,0,0,Yes,1,24.6462611908326
TA-03409,S-0066,2013-09-01,0,0,Yes,1,24.7658897303072
TA-03420,S-0066,1999-03-25,0,0,Yes,1,16.773034057967
TA-03431,S-0066,2013-07-01,0,0,Yes,1,27.5340384925691
TA-03435,S-0066,2013-07-01,0,0,Yes,1,21.6388553496214
TA-03436,S-0066,2013-07-01,0,0,Yes,1,21.6138168181034
TA-03438,S-0066,2013-07-01,0,0,Yes,1,21.5887782865855
TA-03440,S-0066,2013-07-01,0,0,Yes,1,21.5887782865855
TA-03443,S-0066,2013-07-01,0,0,Yes,1,21.8419456608225
TA-03446,S-0066,2013-07-01,0,0,Yes,1,21.591560345643
TA-03447,S-0066,2013-07-01,0,0,Yes,1,21.8948047829159
TA-03448,S-0066,2013-07-01,0,0,Yes,1,21.8252533064772
TA-03449,S-0066,2013-07-01,0,0,Yes,1,21.6193809362185
TA-03450,S-0066,2013-07-01,0,0,Yes,1,21.7946506568441
TA-03453,S-0066,2013-08-01,0,0,Yes,1,22.4818192440589
TA-03454,S-0066,2013-05-01,0,0,Yes,1,27.7482570400004
TA-03455,S-0066,2013-05-01,0,0,Yes,1,21.9476639050094
TA-03456,S-0066,2013-07-01,0,0,Yes,1,27.8261546936118
TA-03457,S-0066,2013-07-01,0,0,Yes,1,21.6221629952761
TA-03459,S-0066,2013-08-01,0,0,Yes,1,28.1405273671149
TA-03471,S-0066,2013-05-01,0,0,Yes,1,22.3677548226994
TA-03489,S-0066,2013-10-01,0,0,Yes,1,29.1086839191422
TA-03491,S-0066,2013-08-11,0,0,Yes,1,22.543024543325
TA-03492,S-0066,2013-08-11,0,0,Yes,1,22.7071660277204
TA-03494,S-0066,2013-08-04,0,0,Yes,1,28.9083756669987
TA-03499,S-0066,2013-08-04,0,0,Yes,1,29.1253762734875
TA-03500,S-0066,2013-08-04,0,0,Yes,1,22.1730106886709
TA-03502,S-0066,2013-07-01,0,0,Yes,1,27.5368205516267
TA-03504,S-0066,2013-08-01,0,0,Yes,1,27.917962642511
TA-03516,S-0066,2013-07-14,0,0,Yes,1,22.0033050861604
TA-03526,S-0066,2013-10-01,0,0,Yes,1,22.988153992533
TA-03536,S-0066,2013-07-01,0,0,Yes,1,21.3662135619815
TA-03542,S-0066,2013-10-01,0,0,Yes,1,32.5167062646406
TA-03546,S-0066,2013-08-04,0,0,Yes,1,21.6499835858516
TA-03549,S-0066,2013-10-01,0,0,Yes,1,23.0048463468782
TA-03582,S-0066,2013-08-11,0,0,Yes,1,28.2100788435537
TA-03591,S-0066,2013-08-11,0,0,Yes,1,27.5396026106842
TA-03592,S-0066,2013-08-11,0,0,Yes,1,27.5396026106842
TA-03614,S-0066,2013-05-01,0,0,Yes,1,21.9587921412396
TA-03615,S-0066,2013-05-01,0,0,Yes,1,22.4428704172532
TA-03616,S-0066,2013-05-01,0,0,Yes,1,21.7250991804054
TA-03617,S-0066,2013-10-01,0,0,Yes,1,29.7040445574579
TA-03618,S-0066,2013-06-01,0,0,Yes,1,21.5526115188373
TA-03625,S-0054,2001-04-10,0,0,Yes,1,12.5609966448368
TA-03634,S-0066,2013-09-01,0,0,Yes,1,25.8063798178308
TA-03646,S-0054,2007-06-11,0,0,Yes,1,11.4008780178386
TA-03651,S-0066,2013-09-01,0,0,Yes,1,28.1600017805178
TA-03653,S-0066,2013-08-04,0,0,Yes,1,28.8165677180995
TA-03656,S-0066,2013-08-04,0,0,Yes,1,22.345498350239
TA-03660,S-0066,2013-06-01,0,0,Yes,1,25.7813412863128
TA-03666,S-0066,2013-08-11,0,0,Yes,1,22.7711533860441
TA-03678,S-0066,2013-08-04,0,0,Yes,1,21.6805862354846
TA-03680,S-0066,2013-08-04,0,0,Yes,1,21.6750221173695
TA-03682,S-0066,2013-08-04,0,0,Yes,1,21.6666759401969
TA-03700,S-0066,2013-05-01,0,0,Yes,1,24.1788752691642
TA-03719,S-0066,2013-10-01,0,0,Yes,1,25.8286362902912
TA-03720,S-0066,2013-10-01,0,0,Yes,1,30.7890475899022
TA-03736,S-0066,2013-10-01,0,0,Yes,1,27.4088458349794
TA-03739,S-0066,2013-06-30,0,0,Yes,1,21.5804321094128
TA-03741,S-0066,2013-06-30,0,0,Yes,1,21.3244826761182
TA-03744,S-0066,2013-06-30,0,0,Yes,1,21.84472771988
TA-03745,S-0066,2013-06-30,0,0,Yes,1,21.8363815427074
TA-03746,S-0066,2013-06-30,0,0,Yes,1,21.1325206011473
TA-03747,S-0066,2013-06-30,0,0,Yes,1,20.695737329112
TA-03750,S-0066,2013-06-30,0,0,Yes,1,21.3662135619815
TA-03752,S-0066,2013-06-30,0,0,Yes,1,20.6623526204214
TA-03755,S-0066,2013-07-01,0,0,Yes,1,29.5565954274077
TA-03756,S-0066,2013-07-01,0,0,Yes,1,29.5565954274077
TA-03758,S-0066,2013-08-01,0,0,Yes,1,29.8932245733712
TA-03759,S-0066,2013-08-01,0,0,Yes,1,29.9015707505439
TA-03760,S-0066,2013-08-01,0,0,Yes,1,28.6051312297257
TA-03761,S-0066,2013-08-01,0,0,Yes,1,28.6858109423947
TA-03762,S-0066,2013-08-01,0,0,Yes,1,28.6579903518192
TA-03766,S-0066,2013-07-01,0,0,Yes,1,21.5108806329741
TA-03791,S-0066,2013-08-01,0,0,Yes,1,27.528474374454
TA-03818,S-0066,2013-06-01,0,0,Yes,1,21.6249450543336
TA-03820,S-0066,2013-06-01,0,0,Yes,1,22.0144333223906
TA-03821,S-0066,2013-08-01,0,0,Yes,1,27.6035899690079
TA-03846,S-0066,2013-06-01,0,0,Yes,1,21.7250991804054
TA-03847,S-0066,2013-06-01,0,0,Yes,1,21.9365356687792
TA-03848,S-0066,2013-06-01,0,0,Yes,1,22.0478180310812
TA-03884,S-0066,2013-06-01,0,0,Yes,1,32.7893480522805
TA-03886,S-0066,2013-06-01,0,0,Yes,1,33.2456057377186
TA-03888,S-0066,2013-06-01,0,0,Yes,1,33.0063486587693
TA-03889,S-0066,2013-06-01,0,0,Yes,1,33.1927466156252
TA-03905,S-0066,2013-08-01,0,0,Yes,1,21.9838306727575
TA-03906,S-0066,2013-08-01,0,0,Yes,1,22.153536275268
TA-03907,S-0066,2013-05-01,0,0,Yes,1,21.7390094756931
TA-03909,S-0066,2013-09-01,0,0,Yes,1,21.7612659481535
TA-03957,S-0066,2013-09-01,0,0,Yes,1,28.1655658986329
TA-03964,S-0066,2013-10-01,0,0,Yes,1,26.0122521880894
TA-03980,S-0066,2013-09-01,0,0,Yes,1,28.8972474307685
TA-03981,S-0066,2013-10-01,0,0,Yes,1,25.1442497621339
TA-03992,S-0066,2013-08-01,0,0,Yes,1,27.7120902722523
TA-03993,S-0066,2013-07-01,0,0,Yes,1,21.394034152557
TA-04021,S-0066,2013-07-28,0,0,Yes,1,21.8057788930743
TA-04024,S-0066,2013-10-01,0,0,Yes,1,28.424297390985
TA-04026,S-0066,2013-09-01,0,0,Yes,1,24.3457988126172
TA-04033,S-0066,2013-10-01,0,0,Yes,1,26.1791757315424
TA-04043,S-0066,2013-07-01,0,0,Yes,1,28.1822582529782
TA-04045,S-0066,2013-07-01,0,0,Yes,1,21.6917144717148
TA-04050,S-0066,2013-08-01,0,0,Yes,1,21.7445735938082
TA-04058,S-0066,2013-09-01,0,0,Yes,1,24.7158126672713
TA-04111,S-0066,2013-06-01,0,0,Yes,1,25.2277115338604
TA-04114,S-0066,2013-07-21,0,0,Yes,1,20.6818270338243
TA-04118,S-0066,2013-06-01,0,0,Yes,1,21.5971244637581
TA-04123,S-0066,2013-08-11,0,0,Yes,1,21.449675333708
TA-04125,S-0066,2013-08-01,0,0,Yes,1,22.7155122048931
TA-04126,S-0066,2013-08-01,0,0,Yes,1,21.3884700344419
TA-04127,S-0066,2013-08-01,0,0,Yes,1,21.4385470974778
TA-04128,S-0066,2013-08-11,0,0,Yes,1,20.7263399787451
TA-04129,S-0066,2013-08-11,0,0,Yes,1,20.8849173450254
TA-04130,S-0066,2013-08-11,0,0,Yes,1,21.2354567862767
TA-04133,S-0066,2013-07-01,0,0,Yes,1,28.2712841428198
TA-04137,S-0066,2013-08-11,0,0,Yes,1,21.3578673848088
TA-04138,S-0066,2013-06-01,0,0,Yes,1,21.8558559561102
TA-04142,S-0066,2013-08-11,0,0,Yes,1,21.3578673848088
TA-04143,S-0066,2013-08-11,0,0,Yes,1,21.0518408884784
TA-04146,S-0066,2013-07-21,0,0,Yes,1,21.6305091724487
TA-04147,S-0066,2013-07-21,0,0,Yes,1,21.6972785898299
TA-04148,S-0066,2013-07-07,0,0,Yes,1,21.8502918379951
TA-04150,S-0066,2013-07-07,0,0,Yes,1,21.3328288532909
TA-04152,S-0066,2013-06-30,0,0,Yes,1,21.1909438413559
TA-04153,S-0066,2013-06-30,0,0,Yes,1,21.1992900185285
TA-04155,S-0066,2013-07-07,0,0,Yes,1,21.1241744239747
TA-04156,S-0066,2013-07-07,0,0,Yes,1,21.1241744239747
TA-04157,S-0066,2013-08-04,0,0,Yes,1,21.6861503535997
TA-04158,S-0066,2013-08-11,0,0,Yes,1,22.8323586853102
TA-04159,S-0066,2013-08-01,0,0,Yes,1,22.2147415745341
TA-04160,S-0066,2013-08-01,0,0,Yes,1,22.036689794851
TA-04161,S-0066,2013-08-01,0,0,Yes,1,22.1451900980954
TA-04162,S-0066,2013-08-01,0,0,Yes,1,22.5068577755769
TA-04166,S-0066,2013-08-11,0,0,Yes,1,22.0255615586208
TA-04170,S-0066,2013-07-01,0,0,Yes,1,21.3662135619815
TA-04183,S-0066,2013-10-01,0,0,Yes,1,29.6456213172493
TA-04235,S-0066,2013-10-01,0,0,Yes,1,24.6490432498901
TA-04236,S-0066,2013-10-01,0,0,Yes,1,24.6879920766958
TA-04238,S-0066,2013-10-01,0,0,Yes,1,22.3983574723324
TA-04239,S-0066,2013-10-01,0,0,Yes,1,22.431742181023
TA-04247,S-0066,2013-09-01,0,0,Yes,1,21.9643562593547
TA-04248,S-0066,2013-10-01,0,0,Yes,1,28.5828747572653
TA-04249,S-0066,2013-10-01,0,0,Yes,1,31.081163790945
TA-04252,S-0066,2013-09-01,0,0,Yes,1,28.1099247174819
TA-04254,S-0066,2013-08-01,0,0,Yes,1,21.3411750304635
TA-04260,S-0066,2013-10-01,0,0,Yes,1,22.1813568658435
TA-04262,S-0066,2013-10-01,0,0,Yes,1,25.0552238722924
TA-04263,S-0066,2013-10-01,0,0,Yes,1,24.9439415099904
TA-04264,S-0066,2013-10-01,0,0,Yes,1,31.6848706064332
TA-04265,S-0066,2013-08-01,0,0,Yes,1,21.7668300662686
TA-04276,S-0066,2013-07-01,0,0,Yes,1,21.9365356687792
TA-04312,S-0066,2013-06-16,0,0,Yes,1,28.5188873989417
TA-04320,S-0066,2013-07-01,0,0,Yes,1,27.8261546936118
TA-04321,S-0066,2013-07-01,0,0,Yes,1,27.7232185084825
TA-04327,S-0066,2013-09-01,0,0,Yes,1,26.3989583970889
TA-04329,S-0066,2013-10-01,0,0,Yes,1,28.1377453080574
TA-04367,S-0066,2000-07-20,0,0,Yes,1,26.1068421960461
TA-04379,S-0066,2013-10-01,0,0,Yes,1,30.7556628812116
TA-04385,S-0066,2013-07-01,0,0,Yes,1,27.7649493943457
TA-04435,S-0066,2004-10-04,0,0,Yes,1,30.1714304791262
TA-04479,S-0066,2013-10-01,0,0,Yes,1,22.3065495234333
TA-04481,S-0066,2013-05-01,0,0,Yes,1,27.4950896657634
TA-04500,S-0066,2013-05-01,0,0,Yes,1,24.6490432498901
TA-04543,S-0066,2013-09-01,0,0,Yes,1,30.9726634877005
TA-04549,S-0066,2013-03-24,0,0,Yes,1,27.9875141189497
TA-04552,S-0066,2013-07-01,0,0,Yes,1,27.664795268274
TA-04561,S-0066,2013-08-11,0,0,Yes,1,21.0768794199963
TA-04563,S-0066,2013-08-11,0,0,Yes,1,22.3009854053182
TA-04564,S-0066,2013-08-11,0,0,Yes,1,21.6138168181034
TA-04565,S-0066,2013-08-11,0,0,Yes,1,21.0434947113057
TA-04566,S-0066,2013-08-11,0,0,Yes,1,22.6153580788213
TA-04571,S-0066,2013-08-11,0,0,Yes,1,22.2842930509729
TA-04572,S-0066,2013-08-11,0,0,Yes,1,22.3594086455267
TA-04573,S-0066,2013-06-01,0,0,Yes,1,21.9615742002971
TA-04575,S-0066,2013-06-01,0,0,Yes,1,21.4830600423986
TA-04580,S-0066,2013-10-01,0,0,Yes,1,23.5000528591221
TA-04581,S-0066,2013-07-21,0,0,Yes,1,20.7791991008385
TA-04586,S-0066,2013-08-11,0,0,Yes,1,22.4595627715985
TA-04587,S-0066,2013-06-01,0,0,Yes,1,22.0533821491963
TA-04588,S-0066,2013-08-11,0,0,Yes,1,21.6805862354846
TA-04593,S-0066,2013-06-01,0,0,Yes,1,21.4385470974778
TA-04595,S-0066,2013-06-01,0,0,Yes,1,21.4302009203051
TA-04606,S-0066,2013-10-01,0,0,Yes,1,23.0465772327415
TA-04608,S-0066,2013-07-01,0,0,Yes,1,21.9949589089877
TA-04609,S-0066,2013-08-01,0,0,Yes,1,21.505316514859
TA-04617,S-0054,2002-08-13,0,0,Yes,1,8.61881896028889
TA-04620,S-0066,2013-09-01,0,0,Yes,1,26.2848939757293
TA-04625,S-0066,2013-03-24,0,0,Yes,1,22.26481863757
TA-04631,S-0066,2013-07-07,0,0,Yes,1,21.1770335460681
TA-04635,S-0066,2013-03-24,0,0,Yes,1,21.900368901031
TA-04643,S-0066,2013-04-14,0,0,Yes,1,21.3467391485786
TA-04647,S-0066,2013-06-01,0,0,Yes,1,22.5235501299222
TA-04648,S-0066,2013-06-01,0,0,Yes,1,22.1841389249011
TA-04650,S-0066,2013-06-01,0,0,Yes,1,21.2966620855427
TA-04658,S-0066,2013-09-01,0,0,Yes,1,27.9624755874318
TA-04659,S-0066,2013-09-01,0,0,Yes,1,28.2879764971651
TA-04660,S-0066,2013-09-01,0,0,Yes,1,28.2879764971651
TA-04661,S-0066,2013-07-01,0,0,Yes,1,27.4950896657634
TA-04663,S-0066,2013-09-01,0,0,Yes,1,28.4131691547548
TA-04666,S-0066,2013-10-01,0,0,Yes,1,29.3284665846887
TA-04667,S-0066,2013-06-01,0,0,Yes,1,29.8375833922202
TA-04701,S-0066,2013-09-01,0,0,Yes,1,39.8029189363632
TA-04704,S-0066,2013-07-01,0,0,Yes,1,28.171130016748
TA-04721,S-0066,2013-09-01,0,0,Yes,1,28.4048229775822
TA-04734,S-0066,2013-06-23,0,0,Yes,1,32.1355641737563
TA-04737,S-0066,2013-06-01,0,0,Yes,1,20.5621984943496
TA-04738,S-0066,2013-08-04,0,0,Yes,1,20.5204676084864
TA-04744,S-0066,2013-07-07,0,0,Yes,1,20.6873911519394
TA-04745,S-0066,2013-06-01,0,0,Yes,1,21.3439570895211
TA-04752,S-0066,2013-08-04,0,0,Yes,1,20.7096476243998
TA-04754,S-0066,2013-08-04,0,0,Yes,1,21.8475097789376
TA-04757,S-0066,2013-08-04,0,0,Yes,1,21.8642021332829
TA-04765,S-0066,2013-07-01,0,0,Yes,1,22.0199974405057
TA-04785,S-0066,2013-10-01,0,0,Yes,1,17.8580370904114
TA-04828,S-0066,2013-07-01,0,0,Yes,1,20.528813785659
TA-04830,S-0066,2013-10-01,0,0,Yes,1,28.0876682450215
TA-04852,S-0066,2013-09-01,0,0,Yes,1,24.3207602810992
TA-04853,S-0066,2013-07-01,0,0,Yes,1,27.8345008707845
TA-04871,S-0066,2013-07-01,0,0,Yes,1,22.3315880549512
TA-04881,S-0066,2013-10-01,0,0,Yes,1,28.4771565130785
TA-04895,S-0066,2013-07-21,0,0,Yes,1,21.4329829793627
TA-04896,S-0066,2013-07-21,0,0,Yes,1,21.0518408884784
TA-04898,S-0066,2013-07-21,0,0,Yes,1,21.5220088692043
TA-04899,S-0066,2013-07-21,0,0,Yes,1,21.6305091724487
TA-04902,S-0066,2013-07-21,0,0,Yes,1,21.647201526794
TA-04905,S-0066,2013-07-21,0,0,Yes,1,21.8363815427074
TA-04909,S-0066,2013-03-24,0,0,Yes,1,27.9763858827195
TA-04930,S-0066,2013-03-24,0,0,Yes,1,21.4580215108806
TA-04931,S-0066,2013-07-21,0,0,Yes,1,22.3176777596635
TA-04934,S-0066,2013-10-01,0,0,Yes,1,21.9977409680453
TA-04936,S-0066,2013-10-01,0,0,Yes,1,21.9977409680453
TA-04969,S-0066,2013-10-01,0,0,Yes,1,22.1284977437501
TA-04993,S-0066,2013-08-01,0,0,Yes,1,22.1646645114982
TA-04994,S-0066,2013-08-01,0,0,Yes,1,21.6193809362185
TA-04998,S-0066,2013-08-01,0,0,Yes,1,27.7120902722523
TA-04999,S-0066,2013-06-30,0,0,Yes,1,20.9071738174858
TA-05000,S-0066,2013-09-01,0,0,Yes,1,141.659665151372
TA-05001,S-0066,2013-07-01,0,0,Yes,1,27.584115555605
TA-05009,S-0066,2013-09-01,0,0,Yes,1,22.036689794851
TA-05013,S-0054,2002-04-29,0,0,Yes,1,7.13598148261491
TA-05016,S-0066,2013-09-01,0,0,Yes,1,24.7185947263288
TA-05017,S-0066,2013-09-01,0,0,Yes,1,24.7185947263288
TA-05019,S-0066,2013-09-01,0,0,Yes,1,28.3352715011434
TA-05023,S-0066,2013-06-01,0,0,Yes,1,21.2326747272191
TA-05041,S-0066,2013-04-14,0,0,Yes,1,21.3968162116145
TA-05044,S-0066,2013-04-14,0,0,Yes,1,21.4135085659598
TA-05045,S-0066,2013-04-14,0,0,Yes,1,20.6011473211553
TA-05047,S-0066,2013-04-14,0,0,Yes,1,21.3077903217729
TA-05048,S-0066,2013-04-14,0,0,Yes,1,21.3077903217729
TA-05049,S-0066,2013-04-14,0,0,Yes,1,21.3022262036578
TA-05051,S-0066,2013-04-14,0,0,Yes,1,20.5621984943496
TA-05058,S-0066,2013-07-01,0,0,Yes,1,28.5800926982078
TA-05086,S-0066,2013-07-01,0,0,Yes,1,27.9958602961224
TA-05106,S-0066,2013-04-14,0,0,Yes,1,21.5080985739165
TA-05109,S-0066,2013-04-14,0,0,Yes,1,21.4997523967439
TA-05111,S-0066,2013-04-14,0,0,Yes,1,20.6206217345582
TA-05117,S-0066,2013-10-01,0,0,Yes,1,28.5439259304596
TA-05118,S-0066,2013-06-01,0,0,Yes,1,29.9015707505439
TA-05119,S-0066,2013-08-01,0,0,Yes,1,27.6453208548711
TA-05135,S-0066,2013-08-11,0,0,Yes,1,22.0478180310812
TA-05137,S-0066,2013-06-01,0,0,Yes,1,21.2410209043918
TA-05145,S-0066,2013-08-11,0,0,Yes,1,22.1173695075199
TA-05147,S-0066,2013-08-11,0,0,Yes,1,22.067292444484
TA-05157,S-0066,2013-08-11,0,0,Yes,1,20.9043917584282
TA-05171,S-0066,2013-08-11,0,0,Yes,1,20.6150576164431
TA-05172,S-0066,2013-06-01,0,0,Yes,1,28.201732666381
TA-05187,S-0066,2013-10-01,0,0,Yes,1,30.8224322985928
TA-05195,S-0066,2013-09-01,0,0,Yes,1,25.1359035849613
TA-05201,S-0066,2013-09-01,0,0,Yes,1,28.6412979974739
TA-05205,S-0066,2013-09-01,0,0,Yes,1,27.9374370559138
TA-05208,S-0066,2013-09-01,0,0,Yes,1,28.3547459145463
TA-05216,S-0066,2013-09-01,0,0,Yes,1,28.4103870956973
TA-05235,S-0066,2013-07-21,0,0,Yes,1,22.4901654212316
TA-05244,S-0066,2013-09-01,0,0,Yes,1,22.6348324922241
TA-05253,S-0066,2013-10-01,0,0,Yes,1,29.8153269197599
TA-05265,S-0066,2013-05-01,0,0,Yes,1,28.5940029934955
TA-05267,S-0066,2013-09-01,0,0,Yes,1,24.7241588444439
TA-05273,S-0066,2013-08-01,0,0,Yes,1,22.4289601219655
TA-05343,S-0066,2013-10-01,0,0,Yes,1,30.7250602315786
TA-05348,S-0066,2013-06-01,0,0,Yes,1,27.553512905972
TA-05355,S-0066,2013-09-01,0,0,Yes,1,28.0097705914101
