tube_assembly_id,diameter,wall,length,num_bends,bend_radius
TA-04265,9.52,1.24,72,4,31.75
TA-04266,6.35,1.65,165,5,19.05
TA-04267,9.52,1.65,58,3,31.75
TA-04268,9.52,1.65,202,3,31.75
TA-04269,9.52,1.65,63,4,19.05
TA-04270,6.35,2.26,77,8,19.05
TA-04271,6.35,2.26,77,9,19.05
TA-04272,6.35,2.26,77,10,19.05
TA-04273,6.35,2.26,77,11,19.05
TA-04274,6.35,2.26,77,9,19.05
TA-04275,6.35,2.26,77,7,19.05
TA-04276,9.52,0.89,98,5,31.75
TA-04277,9.52,0.89,80,3,31.75
TA-04278,12.7,0.89,30,0,0
TA-04279,12.7,0.89,173,3,38.1
TA-04280,12.7,0.89,103,1,38.1
TA-04281,12.7,0.89,69,2,38.1
TA-04282,12.7,1.24,105,4,25.4
TA-04285,9.52,0.89,65,2,127
TA-04286,19.05,1.24,91,3,50.8
TA-04288,25.4,1.65,110,5,63.5
TA-04289,25.4,1.65,133,7,63.5
TA-04290,9.52,1.24,55,4,19.05
TA-04291,9.52,1.24,36,5,19.05
TA-04292,6.35,0.89,33,2,19.05
TA-04293,6.35,0.89,20,2,19.05
TA-04295,19.05,1.65,64,3,38.1
TA-04296,19.05,1.65,66,4,38.1
TA-04297,19.05,1.65,52,2,38.1
TA-04298,19.05,1.65,68,4,38.1
TA-04300,12.7,1.65,182,9,38.1
TA-04301,15.88,1.65,79,5,31.75
TA-04302,15.88,1.65,94,7,31.75
TA-04303,15.88,1.65,171,6,31.75
TA-04304,6.35,0.89,58,6,19.05
TA-04305,69.85,1.65,223,5,152.4
TA-04307,101.6,1.65,201,0,0
TA-04312,12.7,2.11,83,6,25.4
TA-04313,12.7,1.65,26,2,38.1
TA-04314,19.05,1.65,78,3,38.1
TA-04315,19.05,1.65,66,4,38.1
TA-04318,19.05,1.65,87,5,38.1
TA-04319,19.05,1.65,170,7,28.5
TA-04320,9.52,0.71,52,2,31.75
TA-04321,9.52,0.71,31,2,31.75
TA-04323,12.7,1.65,54,5,25.4
TA-04325,101.6,1.65,98,1,101.6
TA-04327,15.88,1.24,99,4,50.8
TA-04328,15.88,1.24,101,4,50.8
TA-04330,19.05,2.11,89,2,50.8
TA-04331,19.05,2.11,167,7,50.8
TA-04333,15.88,1.65,207,8,38.1
TA-04334,88.9,1.65,121,2,101.6
TA-04335,15.88,1.65,137,5,38.1
TA-04336,15.88,1.65,102,4,38.1
TA-04337,9.52,0.89,75,4,19.05
TA-04338,9.52,0.89,82,4,19.05
TA-04342,15.88,1.65,26,2,50.8
TA-04343,10,1.5,199,6,25
TA-04344,12,1.5,22,1,30
TA-04345,12,1.5,19,2,30
TA-04346,12,1.5,168,2,30
TA-04348,15.88,1.65,23,2,31.75
TA-04349,15.88,1.65,23,2,31.75
TA-04351,63.5,1.65,115,3,101.6
TA-04355,9.52,1.24,81,4,31.75
TA-04356,12.7,1.65,76,3,25.4
TA-04357,9.52,1.24,116,7,19.05
TA-04360,15.88,1.65,90,4,31.75
TA-04361,15.88,1.65,101,5,31.75
TA-04364,19.05,1.65,121,2,50.8
TA-04365,19.05,1.65,225,2,50.8
TA-04366,19.05,1.65,210,2,50.8
TA-04367,19.05,1.65,154,2,50.8
TA-04368,19.05,1.65,197,2,50.8
TA-04369,12.7,1.24,89,7,25.4
TA-04370,19.05,2.41,148,4,38.1
TA-04371,15.88,2.41,150,4,50.8
TA-04372,15.88,2.41,159,4,38.1
TA-04373,9.52,0.89,55,2,50.8
TA-04374,25.4,2.11,182,6,63.5
TA-04375,19.05,2.11,130,4,50.8
TA-04376,50.8,1.65,51,2,101.6
TA-04377,6.35,0.89,64,6,12.7
TA-04378,9.52,1.65,21,3,19.05
TA-04379,25.4,3.05,278,4,63.5
TA-04380,12.7,0.89,84,5,38.1
TA-04382,9.52,0.89,70,6,19.05
TA-04383,63.5,1.65,189,4,101.6
TA-04384,63.5,1.65,256,6,101.6
TA-04385,9.52,1.65,47,3,31.75
TA-04386,9.52,1.65,43,6,19.05
TA-04389,12.7,1.24,80,3,25.4
TA-04390,12.7,0.89,67,3,25.4
TA-04391,12.7,0.89,65,3,25.4
TA-04395,31.75,1.65,45,2,76.2
TA-04397,15.88,1.65,82,3,31.75
TA-04398,15.88,1.65,145,9,31.75
TA-04399,9.52,1.24,127,5,19.05
TA-04400,12.7,1.65,83,2,25.4
TA-04401,15.88,1.65,154,7,31.75
TA-04402,15.88,1.65,137,9,31.75
TA-04405,9.52,1.24,33,0,0
TA-04406,9.52,1.24,9,0,0
TA-04407,34,4,26,1,90
TA-04408,48.6,5.7,310,4,130
TA-04409,9.52,0.89,82,2,31.75
TA-04410,9.52,0.89,90,2,31.75
TA-04411,38.1,1.65,84,1,63.5
TA-04412,19.05,1.65,46,1,38.1
TA-04413,19.05,1.65,12,0,0
TA-04415,19.05,1.65,64,4,38.1
TA-04416,12.7,0.89,78,2,38.1
TA-04417,25.4,3.05,170,1,50.8
TA-04418,25.4,3.05,187,3,50.8
TA-04421,25.4,1.65,75,2,63.5
TA-04423,57.15,1.65,78,2,152.4
TA-04424,19.05,2.11,141,4,50.8
TA-04425,19.05,2.11,157,4,50.8
TA-04426,76.2,1.65,252,2,152.4
TA-04427,12.7,1.24,139,8,38.1
TA-04432,15.88,1.65,139,7,38.1
TA-04433,9.52,1.24,23,2,19.05
TA-04435,9.52,0.89,48,3,127
TA-04436,6.35,0.89,39,4,19.05
TA-04437,19.05,1.65,64,3,28.5
TA-04438,19.05,1.65,71,4,28.58
TA-04439,9.52,0.71,43,3,19.05
TA-04441,6.35,0.89,86,6,19.05
TA-04442,6.35,0.89,86,6,19.05
TA-04443,6.35,0.89,223,9,19.05
TA-04444,6.35,0.89,222,9,19.05
TA-04445,9.52,1.65,137,0,0
TA-04446,15.88,1.65,168,5,50.8
TA-04447,15.88,1.65,189,7,50.8
TA-04448,41.28,1.65,96,2,88.9
TA-04449,41.28,1.65,95,2,88.9
TA-04450,6.35,0.71,48,3,19.05
TA-04451,6.35,0.71,83,3,19.05
TA-04452,6.35,0.71,125,2,19.05
TA-04453,6.35,0.71,137,5,19.05
TA-04454,19.05,2.11,146,4,50.8
TA-04455,19.05,2.11,156,4,50.8
TA-04456,30,4,78,4,45
TA-04461,25,3,38,2,45
TA-04462,25,3,34,2,45
TA-04463,12,1.5,384,7,30
TA-04464,12,1.5,384,7,30
TA-04465,12,1.5,386,7,30
TA-04466,12,1.5,386,7,30
TA-04467,25,3,31,2,45
TA-04468,25,3,33,2,45
TA-04469,25,3,39,2,45
TA-04470,25,3,57,2,45
TA-04471,12,1.5,141,2,30
TA-04472,12,1.5,225,3,30
TA-04473,10,1.5,199,6,25
TA-04474,12,1.5,225,3,30
TA-04475,12.7,1.65,62,3,25.4
TA-04476,12.7,1.65,62,6,25.4
TA-04479,19.05,1.65,89,4,50.8
TA-04480,12.7,2.11,122,4,25.4
TA-04483,9.52,1.65,30,3,31.75
TA-04484,34.92,1.65,30,1,76.2
TA-04485,25.4,1.65,152,7,63.5
TA-04486,15.88,1.65,72,4,38.1
TA-04489,6.35,0.71,120,6,19.05
TA-04490,76.2,1.65,37,0,0
TA-04496,19.05,1.24,147,5,50.8
TA-04497,6.35,0.89,54,4,19.05
TA-04498,19.05,1.65,124,5,38.1
TA-04499,19.05,2.11,161,6,50.8
TA-04501,12.7,1.24,132,6,25.4
TA-04502,12.7,1.24,139,6,25.4
TA-04505,15.88,1.65,38,2,50.8
TA-04507,25.4,1.65,132,4,63.5
TA-04508,25.4,1.65,159,4,63.5
TA-04509,25.4,1.65,77,3,50.8
TA-04510,9.52,0.89,139,8,19.05
TA-04511,19.05,1.24,116,5,50.8
TA-04512,12.7,1.65,82,3,19.05
TA-04513,12.7,1.65,55,2,19.05
TA-04514,19.05,1.65,34,2,38.1
TA-04515,9.52,0.89,57,1,127
TA-04516,12.7,0.89,65,4,25.4
TA-04517,42.7,4.8,311,7,110
TA-04518,42.7,4.8,204,4,110
TA-04519,42.7,4.8,291,4,110
TA-04520,12.7,0.89,39,2,25.4
TA-04521,12.7,0.89,39,2,25.4
TA-04527,12.7,0.89,89,4,25.4
TA-04528,6.35,1.65,222,8,19.05
TA-04529,6.35,1.65,56,3,19.05
TA-04530,6.35,1.65,142,5,19.05
TA-04531,6.35,1.65,164,5,19.05
TA-04532,6.35,1.65,114,8,19.05
TA-04533,6.35,1.65,121,8,19.05
TA-04534,6.35,1.65,29,2,19.05
TA-04535,6.35,1.65,110,8,19.05
TA-04536,6.35,1.65,38,2,19.05
TA-04537,6.35,1.65,86,1,19.05
TA-04538,6.35,1.65,120,4,19.05
TA-04541,9.52,0.89,55,2,50.8
TA-04543,19.05,1.24,11,0,0
TA-04544,15.88,1.24,79,4,31.75
TA-04546,9.52,1.65,44,2,31.75
TA-04547,9.52,1.24,31,4,19.05
TA-04548,25.4,1.65,99,5,50.8
TA-04549,12.7,0.89,19,2,25.4
TA-04550,12.7,0.89,66,4,25.4
TA-04556,12.7,1.24,139,10,25.4
TA-04557,6.35,0.89,141,6,19.05
TA-04558,6.35,0.89,129,4,19.05
TA-04560,19.05,1.65,143,3,50.8
TA-04561,6.35,0.71,61,5,19.05
TA-04562,6.35,0.71,183,10,19.05
TA-04563,6.35,0.71,193,7,19.05
TA-04564,6.35,0.71,118,6,19.05
TA-04565,6.35,0.71,57,5,19.05
TA-04566,6.35,0.71,215,9,19.05
TA-04567,6.35,0.71,153,6,19.05
TA-04568,6.35,0.71,149,6,19.05
TA-04569,6.35,0.71,147,7,19.05
TA-04570,6.35,0.71,144,7,19.05
TA-04571,6.35,0.71,183,8,19.05
TA-04572,6.35,0.71,184,9,19.05
TA-04573,6.35,0.71,152,7,19.05
TA-04574,6.35,0.71,119,6,19.05
TA-04575,6.35,0.71,102,6,19.05
TA-04576,6.35,0.71,113,6,19.05
TA-04577,9.52,0.89,96,4,19.05
TA-04579,9.52,0.89,147,6,19.05
TA-04580,25.4,1.65,161,6,63.5
TA-04581,6.35,0.71,33,4,19.05
TA-04582,21.7,2.8,272,5,55
TA-04586,6.35,0.71,180,11,19.05
TA-04587,6.35,0.71,155,8,19.05
TA-04588,6.35,0.71,118,7,19.05
TA-04589,6.35,0.71,195,9,19.05
TA-04590,6.35,0.71,114,4,19.05
TA-04591,6.35,0.71,83,4,19.05
TA-04592,6.35,0.71,79,4,19.05
TA-04593,6.35,0.71,113,4,19.05
TA-04594,6.35,0.71,112,4,19.05
TA-04595,6.35,0.71,112,4,19.05
TA-04600,9.52,1.24,23,2,31.75
TA-04601,9.52,1.24,75,3,31.75
TA-04602,12.7,1.65,53,4,25.4
TA-04603,12.7,1.65,26,2,25.4
TA-04604,9.52,0.71,17,2,19.05
TA-04606,25.4,1.65,110,4,63.5
TA-04607,6.35,0.71,41,1,19.05
TA-04608,9.52,0.89,124,4,31.75
TA-04609,9.52,0.89,37,3,19.05
TA-04610,19.05,2.11,201,4,38.1
TA-04611,19.05,2.11,51,1,38.1
TA-04612,19.05,2.11,51,2,38.1
TA-04613,19.05,2.11,205,8,38.1
TA-04617,9.52,0.89,18,1,31.75
TA-04618,9.52,0.89,14,1,31.75
TA-04620,15.88,2.11,247,6,50.8
TA-04621,15.88,2.11,194,7,50.8
TA-04622,15.88,2.11,201,10,50.8
TA-04623,15.88,2.11,313,8,50.8
TA-04624,15.88,2.11,239,6,50.8
TA-04625,12.7,0.89,131,5,38.1
TA-04626,12.7,0.89,137,6,38.1
TA-04627,15.88,1.24,48,2,50.8
TA-04628,6.35,0.71,115,7,19.05
TA-04629,9.52,0.89,14,2,31.75
TA-04630,12.7,0.89,29,2,38.1
TA-04631,6.35,0.71,73,5,19.05
TA-04632,6.35,0.71,191,6,19.05
TA-04633,6.35,0.71,191,6,19.05
TA-04634,19.05,1.65,107,4,50.8
TA-04635,12.7,0.89,91,3,38.1
TA-04636,12.7,1.24,91,5,38.1
TA-04637,6.35,0.89,95,2,19.05
TA-04638,6.35,0.89,96,3,19.05
TA-04642,12.7,0.89,108,4,38.1
TA-04643,12.7,0.89,108,4,38.1
TA-04644,6.35,0.71,220,7,19.05
TA-04645,6.35,0.71,220,7,19.05
TA-04646,6.35,0.71,161,4,19.05
TA-04647,6.35,0.71,204,9,19.05
TA-04648,6.35,0.71,179,7,19.05
TA-04649,6.35,0.71,179,1,19.05
TA-04650,6.35,0.71,120,1,19.05
TA-04651,12.7,2.11,216,4,38.1
TA-04652,12.7,2.11,184,4,38.1
TA-04653,15.88,1.65,74,3,50.8
TA-04654,15.88,1.65,68,3,50.8
TA-04655,9.52,1.24,81,8,19.05
TA-04656,9.52,1.24,140,10,19.05
TA-04658,15.88,1.65,43,4,38.1
TA-04659,15.88,1.65,77,5,38.1
TA-04660,15.88,1.65,77,5,38.1
TA-04662,15.88,1.65,85,6,38.1
TA-04663,15.88,1.65,85,6,38.1
TA-04665,25.4,1.65,28,1,63.5
TA-04666,19.05,2.41,138,4,50.8
TA-04667,12.7,1.65,59,4,38.1
TA-04668,9.52,0.89,70,5,31.75
TA-04669,9.52,0.89,33,2,31.75
TA-04671,12.7,1.24,1,0,0
TA-04674,34,4,260,5,90
TA-04675,27.2,3.2,352,5,70
TA-04676,27.2,3.2,359,6,70
TA-04677,27.2,3.2,217,2,70
TA-04678,10,1.5,227,6,25
TA-04679,10,1.5,288,7,15
TA-04680,10,1.5,288,7,15
TA-04681,12,1.5,148,2,30
TA-04682,10,1.5,207,6,15
TA-04683,10,1.5,207,6,15
TA-04684,15.88,2.11,237,6,50.8
TA-04685,15.88,2.11,235,6,50.8
TA-04686,6.35,0.89,16,2,19.05
TA-04690,19.05,2.11,67,4,38.1
TA-04691,9.52,1.24,39,3,19.05
TA-04694,15.88,1.65,113,8,31.75
TA-04696,15.88,1.65,114,4,31.75
TA-04700,15.88,1.65,100,4,31.75
TA-04701,15.88,1.65,209,6,31.75
TA-04702,15.88,1.65,198,6,31.75
TA-04703,9.52,1.24,39,3,19.05
TA-04704,9.52,1.24,114,5,19.05
TA-04705,63.5,1.65,153,4,127
TA-04706,47.62,1.65,123,2,101.6
TA-04709,76.2,1.65,83,2,152.4
TA-04710,9.52,0.89,77,4,19.05
TA-04715,12,1.5,445,5,30
TA-04716,12,1.5,445,5,30
TA-04717,19.05,1.65,109,6,50.8
TA-04718,9.52,1.24,39,3,19.05
TA-04720,9.52,0.89,99,6,19.05
TA-04721,15.88,1.65,84,6,38.1
TA-04722,15.88,1.65,84,6,38.1
TA-04723,19.05,3.05,13,0,0
TA-04724,3.18,0.71,600,0,0
TA-04725,12.7,1.24,110,6,38.1
TA-04726,6.35,0.89,15,1,19.05
TA-04727,6.35,2.375,101,11,19.05
TA-04728,6.35,2.375,101,8,19.05
TA-04729,6.35,2.375,101,8,19.05
TA-04730,15.88,1.65,169,8,38.1
TA-04731,15.88,1.65,123,6,38.1
TA-04732,15.88,1.65,135,8,38.1
TA-04734,12.7,1.65,141,3,38.1
TA-04737,9.52,0.71,35,2,38.1
TA-04738,6.35,0.89,30,0,0
TA-04739,19.05,2.11,30,0,0
TA-04740,9.52,0.89,16,1,38.1
TA-04741,6.35,0.71,154,5,38.1
TA-04742,6.35,0.71,95,4,25.4
TA-04743,12.7,0.89,36,1,38.1
TA-04744,6.35,0.71,38,2,38.1
TA-04745,9.52,0.71,154,5,38.1
TA-04746,12.7,0.89,149,4,38.1
TA-04747,6.35,0.71,99,7,19.05
TA-04748,31.75,1.65,43,1,76.2
TA-04749,6.35,0.89,26,1,25.4
TA-04750,12.7,1.24,32,3,38.1
TA-04751,6.35,0.71,92,5,25.4
TA-04752,6.35,0.71,49,1,25.4
TA-04753,6.35,0.71,58,1,38.1
TA-04754,6.35,0.71,148,5,38.1
TA-04755,6.35,0.71,60,1,38.1
TA-04756,6.35,0.71,32,2,25.4
TA-04757,6.35,0.71,124,9,19.05
TA-04759,6.35,0.89,67,4,19.05
TA-04760,9.52,0.71,100,7,25.4
TA-04761,9.52,0.71,97,8,25.4
TA-04762,6.35,0.89,110,8,19.05
TA-04763,6.35,0.89,28,2,25.4
TA-04765,9.52,0.89,189,11,25.4
TA-04766,9.52,0.89,211,12,25.4
TA-04767,9.52,0.89,182,9,25.4
TA-04768,6.35,0.89,101,5,19.05
TA-04770,15.88,1.65,104,5,38.1
TA-04771,6.35,0.89,48,4,25.4
TA-04772,6.35,0.89,72,7,19.05
TA-04773,9.52,0.89,82,4,25.4
TA-04774,15.88,1.24,52,2,38.1
TA-04775,9.52,0.71,90,6,25.4
TA-04776,15.88,1.65,53,2,38.1
TA-04779,15.88,1.65,104,7,50.8
TA-04781,9.52,0.71,128,9,25.4
TA-04782,9.52,1.24,19,2,19.05
TA-04783,9.52,1.24,47,3,19.05
TA-04786,6.35,0.89,59,7,19.05
TA-04787,6.35,2.375,55,8,19.05
TA-04788,25.4,1.65,35,1,50.8
TA-04789,7.94,0.89,56,6,19.05
TA-04790,15.88,1.65,79,3,31.75
TA-04791,15.88,1.65,164,10,31.75
TA-04792,15.88,1.65,92,5,31.75
TA-04793,12.7,1.24,30,2,31.75
TA-04795,6.35,0.89,33,3,19.05
TA-04796,6.35,0.89,44,3,19.05
TA-04797,6.35,0.89,49,3,19.05
TA-04798,6.35,0.89,121,6,19.05
TA-04799,6.35,0.89,109,5,19.05
TA-04800,6.35,0.89,114,5,19.05
TA-04801,6.35,0.89,29,3,19.05
TA-04803,25.4,1.65,96,4,50.8
TA-04804,6.35,0.71,58,2,19.05
TA-04805,9.52,0.89,126,9,19.05
TA-04806,9.52,0.89,154,10,19.05
TA-04807,6.35,2.375,67,11,19.05
TA-04808,6.35,2,132,6,25.4
TA-04809,6.35,2,132,5,25.4
TA-04810,6.35,2,132,9,25.4
TA-04811,6.35,2,132,9,25.4
TA-04812,6.35,2,132,5,25.4
TA-04813,6.35,2,132,5,25.4
TA-04814,6.35,2,132,9,25.4
TA-04815,6.35,2,132,9,25.4
TA-04816,25.4,1.65,81,3,50.8
TA-04817,6.35,2,132,5,25.4
TA-04818,6.35,2,132,9,25.4
TA-04819,6.35,2,132,9,25.4
TA-04820,6.35,2,132,5,25.4
TA-04821,6.35,2,132,9,25.4
TA-04822,6.35,2,132,9,25.4
TA-04823,6.35,2,132,6,25.4
TA-04824,12.7,1.24,58,2,25.4
TA-04825,9.52,1.24,71,8,19.05
TA-04826,12.7,1.65,73,6,25.4
TA-04827,19.05,1.65,53,2,38.1
TA-04828,9.52,0.89,38,0,0
TA-04829,12.7,1.24,33,2,25.4
TA-04830,19.05,1.65,53,2,50.8
TA-04831,6.35,1.65,103,6,19.05
TA-04832,10,1.5,243,6,25
TA-04833,6.35,1.65,165,5,19.05
TA-04834,6.35,1.65,20,2,19.05
TA-04835,6.35,1.65,119,5,19.05
TA-04836,9.52,0.89,22,2,31.75
TA-04837,9.52,0.89,23,2,31.75
TA-04839,6.35,1.65,71,0,0
TA-04844,19.05,1.65,19,0,0
TA-04846,25.4,1.65,154,4,63.5
TA-04847,63.5,1.65,116,4,101.6
TA-04848,19.05,1.24,95,4,50.8
TA-04849,19.05,1.65,121,5,50.8
TA-04850,12.7,0.89,86,4,38.1
TA-04851,6.35,1.65,85,3,19.05
TA-04853,9.52,0.89,54,4,19.05
TA-04854,9.52,1.65,93,5,19.05
TA-04855,12.7,2.11,50,4,38.1
TA-04856,12.7,2.11,37,2,38.1
TA-04857,34,4,209,5,90
TA-04858,34,4,209,5,90
TA-04859,12.7,1.65,292,2,38.1
TA-04860,12.7,1.65,98,3,38.1
TA-04861,12.7,1.65,98,3,38.1
TA-04862,12.7,1.65,98,3,38.1
TA-04863,12.7,1.65,98,3,38.1
TA-04864,19.05,1.65,162,0,0
TA-04865,19.05,1.65,147,3,50.8
TA-04866,9.52,0.89,127,6,31.75
TA-04867,25.4,1.65,53,2,63.5
TA-04868,6.35,0.89,4,0,0
TA-04870,19.05,1.24,85,2,38.1
TA-04871,9.52,0.89,162,8,31.75
TA-04872,25.4,2.11,151,5,63.5
TA-04873,25.4,2.11,158,5,50.8
TA-04874,6.35,0.71,164,9,19.05
TA-04875,6.35,0.71,164,9,19.05
TA-04876,9.52,1.24,18,2,19.05
TA-04877,19.05,2.41,184,10,38.1
TA-04878,19.05,2.41,192,9,38.1
TA-04879,19.05,2.41,193,10,38.1
TA-04880,19.05,2.41,179,9,38.1
TA-04881,19.05,2.41,48,4,38.1
TA-04883,12.7,1.24,36,4,25.4
TA-04884,12.7,1.24,36,4,25.4
TA-04885,12.7,1.24,61,6,25.4
TA-04886,12.7,1.24,61,6,25.4
TA-04887,12,1.5,21,1,30
TA-04888,10,1.5,243,6,25
TA-04889,12,1.5,199,3,30
TA-04890,12,1.5,199,3,30
TA-04891,9.52,0.89,49,3,19.05
TA-04892,9.52,0.89,53,5,19.05
TA-04893,19.05,1.65,185,10,38.1
TA-04895,6.35,0.71,88,7,19.05
TA-04896,6.35,0.71,66,4,19.05
TA-04897,6.35,0.71,121,3,19.05
TA-04898,6.35,0.71,115,5,19.05
TA-04899,6.35,0.71,112,7,19.05
TA-04900,6.35,0.71,106,7,19.05
TA-04901,6.35,0.71,126,8,19.05
TA-04902,6.35,0.71,114,7,19.05
TA-04903,6.35,0.71,127,7,19.05
TA-04904,6.35,0.71,78,5,19.05
TA-04905,6.35,0.71,145,6,19.05
TA-04906,6.35,0.71,70,5,19.05
TA-04907,6.35,0.71,39,4,19.05
TA-04908,9.52,1.65,85,4,31.75
TA-04909,12.7,0.89,85,0,0
TA-04910,12,1.5,170,7,30
TA-04911,12,1.5,170,7,30
TA-04912,6.35,0.71,40,4,19.05
TA-04913,19.05,1.65,96,4,38.1
TA-04914,19.05,1.65,108,5,38.1
TA-04915,15.88,1.65,131,6,31.75
TA-04916,15.88,1.65,101,6,31.75
TA-04917,31.75,1.65,58,2,76.2
TA-04918,31.75,1.65,58,2,76.2
TA-04921,19.05,1.65,143,3,50.8
TA-04922,9.52,1.24,25,2,31.75
TA-04923,9.52,1.24,43,4,31.75
TA-04924,41.28,1.65,78,2,101.6
TA-04925,41.28,1.65,79,2,101.6
TA-04926,19.05,2.11,83,2,50.8
TA-04927,19.05,1.65,15,0,0
TA-04930,12.7,0.89,27,2,38.1
TA-04931,6.35,0.71,179,9,19.05
TA-04932,25.4,3.05,89,3,50.8
TA-04934,19.05,2.11,45,3,38.1
TA-04935,19.05,2.11,63,5,38.1
TA-04936,19.05,2.11,45,3,38.1
TA-04937,19.05,2.11,63,5,38.1
TA-04939,6.35,0.89,99,4,19.05
TA-04940,6.35,0.89,35,2,19.05
TA-04941,6.35,0.89,107,4,19.05
TA-04942,12.7,1.65,84,4,38.1
TA-04943,9.52,1.65,77,6,19.05
TA-04944,9.52,1.24,94,5,19.05
TA-04945,9.52,1.65,36,2,19.05
TA-04946,9.52,0.89,104,8,19.05
TA-04948,12.7,1.65,229,1,25.4
TA-04952,9.52,0.89,37,2,19.05
TA-04953,57.15,1.65,106,4,127
TA-04954,27.2,3.2,306,7,70
TA-04955,27.2,3.2,308,4,70
TA-04956,27.2,3.2,297,6,70
TA-04957,27.2,3.2,308,4,70
TA-04958,42.7,4.8,218,4,110
TA-04959,27.2,3.2,217,4,70
TA-04960,25.4,1.65,92,2,63.5
TA-04961,6.35,0.89,39,3,19.05
TA-04964,12.7,0.89,108,5,25.4
TA-04967,19.05,2.11,62,3,38.1
TA-04968,19.05,2.11,58,3,38.1
TA-04969,19.05,2.11,65,3,38.1
TA-04970,19.05,2.11,61,3,38.1
TA-04973,19.05,1.65,86,4,50.8
TA-04974,12.7,0.89,124,3,76.2
TA-04975,63.5,1.65,147,4,152.4
TA-04977,6.35,0.89,32,4,19.05
TA-04980,10,1.5,261,6,25
TA-04981,10,1.5,261,6,25
TA-04982,12,1.5,184,2,30
TA-04983,12,1.5,23,1,30
TA-04984,12,1.5,178,2,30
TA-04985,10,1.5,239,6,25
TA-04986,10,1.5,239,6,25
TA-04987,12.7,0.89,23,2,25.4
TA-04988,12.7,0.89,23,2,25.4
TA-04989,12.7,0.89,108,4,38.1
TA-04990,12.7,0.89,108,4,38.1
TA-04991,28.58,3.05,128,6,63.5
TA-04993,9.52,0.89,159,4,31.75
TA-04994,9.52,0.89,74,2,31.75
TA-04995,9.52,0.89,149,4,31.75
TA-04996,9.52,0.89,90,2,31.75
TA-04997,9.52,0.89,39,4,19.05
TA-04998,9.52,0.89,41,4,19.05
TA-04999,6.35,0.71,50,4,19.05
TA-05001,9.52,0.89,30,2,31.75
TA-05003,63.5,1.65,107,2,152.4
TA-05006,38.1,1.65,108,3,63.5
TA-05007,15.88,1.24,114,7,38.1
TA-05009,19.05,1.24,92,2,38.1
TA-05010,22.22,1.65,30,2,63.5
TA-05011,12.7,1.24,140,6,38.1
TA-05018,27.2,3.2,171,3,70
TA-05020,15.88,1.65,65,3,31.75
TA-05021,19.05,1.65,47,3,38.1
TA-05022,6.35,1.65,112,6,19.05
TA-05023,9.52,0.89,29,1,38.1
TA-05024,9.52,0.89,40,2,31.75
TA-05025,9.52,0.89,56,2,31.75
TA-05027,12.7,1.65,83,3,38.1
TA-05028,63.5,1.65,194,0,0
TA-05029,38.1,1.65,126,2,76.2
TA-05030,38.1,1.65,126,2,76.2
TA-05031,50.8,1.65,24,0,0
TA-05032,12.7,0.89,56,4,25.4
TA-05033,19.05,2.11,106,2,50.8
TA-05034,25.4,1.65,45,2,50.8
TA-05036,6.35,0.71,113,6,19.05
TA-05037,6.35,0.71,180,9,19.05
TA-05038,6.35,0.71,179,10,19.05
TA-05039,6.35,0.71,169,8,19.05
TA-05040,6.35,0.71,79,3,19.05
TA-05041,12.7,0.89,115,4,38.1
TA-05042,12.7,0.89,115,4,38.1
TA-05043,12.7,0.89,117,4,38.1
TA-05044,12.7,0.89,117,4,38.1
TA-05045,12.7,0.89,25,2,38.1
TA-05046,12.7,0.89,26,2,38.1
TA-05047,12.7,0.89,103,4,38.1
TA-05048,12.7,0.89,103,4,38.1
TA-05049,12.7,0.89,102,4,38.1
TA-05050,12.7,0.89,102,4,38.1
TA-05051,12.7,0.89,20,2,25.4
TA-05052,12.7,0.89,20,2,25.4
TA-05053,9.52,0.89,113,4,31.75
TA-05055,19.05,1.24,88,2,50.8
TA-05056,25.4,1.65,51,3,50.8
TA-05057,25.4,1.65,66,3,38.1
TA-05058,9.52,0.89,180,6,31.75
TA-05059,12.7,0.89,134,4,38.1
TA-05060,12.7,0.89,180,6,38.1
TA-05061,12.7,1.65,165,1,38.1
TA-05062,12.7,1.65,140,3,38.1
TA-05063,12.7,1.65,101,2,38.1
TA-05064,12.7,1.65,66,3,38.1
TA-05065,12.7,1.65,21,1,38.1
TA-05066,12.7,1.65,74,3,38.1
TA-05067,12.7,1.65,182,4,38.1
TA-05068,15.88,1.24,179,4,50.8
TA-05069,9.52,0.89,182,2,31.75
TA-05071,38.1,1.65,286,3,76.2
TA-05073,9.52,1.24,51,5,19.05
TA-05074,12.7,0.89,63,4,25.4
TA-05075,9.52,1.24,29,3,19.05
TA-05076,9.52,1.24,50,6,19.05
TA-05077,9.52,1.24,39,3,19.05
TA-05078,9.52,1.24,67,10,19.05
TA-05079,9.52,1.24,30,3,19.05
TA-05080,22.22,1.65,101,6,50.8
TA-05082,19.05,1.65,140,7,38.1
TA-05083,19.05,1.65,161,7,38.1
TA-05084,15.88,1.65,358,0,0
TA-05085,9.52,1.65,235,3,31.75
TA-05086,9.52,0.71,99,4,19.05
TA-05087,9.52,0.71,81,4,19.05
TA-05088,9.52,0.71,57,4,19.05
TA-05089,9.52,0.71,37,4,19.05
TA-05090,38.1,1.65,74,3,76.2
TA-05091,15.88,1.65,48,2,50.8
TA-05092,15.88,1.65,46,2,50.8
TA-05093,15.88,1.65,86,6,50.8
TA-05094,15.88,1.65,78,4,50.8
